gene	score
SLC1A4	0.2961839062853193
EML3	0.2961839062853193
SNRPA1	0.2939433731695205
ZNF692	0.2939433731695205
ASXL2	0.2938204407484665
TMSB10	0.2921124034363721
SLX4IP	0.2904041699786884
AKT3	0.2879871156795068
ARK2N	0.28686006970589223
PLCB2	0.28202128558996
LMO7	0.2813530601712848
ATP2B1	0.2813530601712848
SRSF10	0.2813530601712848
RAB3GAP1	0.2813530601712848
MRTFA	0.2813530601712848
NKTR	0.2813530601712848
NCOA5	0.2813530601712848
MCM3	0.2806386862795107
UBXN4	0.280494439230094
SLC19A2	0.280494439230094
PPP1R10	0.2770516270808875
ANAPC2	0.27633483183947455
HMGXB4	0.2746178520397176
DOK2	0.2741833397262574
RIPOR1	0.2737480920579911
ZNF408	0.2737480920579911
TXNL1	0.27331211094493163
RASSF2	0.27043795598736575
PARP1	0.26999978592587986
SARNP	0.2666809279550708
RPS9	0.26335558741535403
GPR55	0.26319050176779385
SPHK2	0.26319050176779385
ZNF280C	0.26246845024569926
CKAP2L	0.26074622095034145
IQGAP2	0.2573012299484369
PNKP	0.254409124635746
HOOK1	0.25251420024955806
DOP1B	0.25251420024955806
EHBP1L1	0.24744134215872132
ZNF185	0.24699038708886825
PLIN3	0.24017965187309387
PPME1	0.2392701596197122
SENP1	0.23535793597274704
H1-4	0.2346294548824371
MARF1	0.23444299458065715
MED14	0.23444299458065715
MAPRE1	0.232713836174657
TBC1D1	0.22898450896740316
UBL7	0.2287955166389448
GPATCH8	0.22760501264573035
F11R	0.22760501264573035
DIAPH3	0.22587450969558417
PNN	0.22514383961547388
FSD1	0.22321949213291348
KIF1C	0.21848798950276577
CCDC6	0.20936283754140556
EHBP1	0.2064305565350217
PYCR2	0.20496343326678812
MPLKIP	0.1990272292228172
ELF1	0.1847301278710311
POLA1	0.18051951521087575
FBXO4	0.179093998440767
U2AF1	0.172923710068851
SARAF	0.172923710068851
HDAC1	0.17218446929728112
MYBBP1A	0.17144507205451762
RBM15B	0.16474574532950992
DMXL1	0.16474574532950992
CSNK1D	0.16400541318890677
HBS1L	0.16152428359937637
HIP1R	0.16078348652076999
THEMIS2	0.1578187539523751
CCDC61	0.15259358820233615
CAAP1	0.15185155939014308
SLAIN1	0.1511093774338698
FYN	0.14762455481563755
SLC4A2	0.144139121797521
AIMP1	0.14339617684018582
MVP	0.14165307982425407
ABL1	0.14090983092951706
ATN1	0.1384228782212004
RECQL5	0.13667917476561334
HLTF	0.1354471581344462
SNX17	0.13370285109555782
DNAJC1	0.13297906265719367
AMPD2	0.13297906265719367
PML	0.1155055826186662
EPRS1	0.10929034255407258
FARP2	0.10255026360570318
CHD8	0.10180180979397106
MAPK14	0.1008065401019062
PATJ	0.10005735990784016
AHCTF1	0.09980895135340485
ZNF106	0.09780905422922477
MLLT1	0.09705872050911203
PANK2	0.09530824334384352
CDCA5	0.08805090052489653
CHAF1A	0.08604357405857417
SCRIB	0.08129138832030719
ASAP1	0.07903398379659607
WIZ	0.07903398379659607
RIPK1	0.07477531168397361
DGKQ	0.06650017146806207
