kinase,aCD3_5min,aCD3_aCD226_5min,aCD3_aICOS_5min,aCD3_aCD2_5min,aCD3_10min,aCD3_aCD226_10min,aCD3_aICOS_10min,aCD3_aCD2_10min
MAPK11,0.5245342931151928,0.9041539897016981,0.6362791592526351,0.7410272318867714,0.1528246345631021,0.5362931144127443,-0.5203798489264337,1.5554826445704488
MAPK14,0.5494023047092019,0.9260306326169109,-0.2037703590146686,1.327214451626131,0.8579428519884266,0.07564417807520094,1.096268215612681,1.3759473972741725
MAPK3,3.05974943072719,2.617030172620527,3.5758571500886855,2.731083972174853,3.641634110231747,2.9663639177181174,3.1713904607262675,2.854690405830196
MAPK7,-0.8870956115513692,-1.67489628428843,-1.2459043498761848,-0.6914927578273035,-1.0675972433288359,-1.8303601706093258,-1.0920927189767762,-1.6291399407331828
MAPK8,-0.5007603743717886,1.5963422298118692,0.8976051998224046,0.5543324495066277,-0.008335076068670387,0.6222398396434958,-0.37874482294687195,0.15985297232609955
MAPK9,1.3490429564276576,1.7137049315597876,1.2471109388210666,1.8136047000038735,1.9500616261305594,1.3069486891946547,1.000763164155258,1.8622338820246247
MAPKAPK2,0.444649714403858,2.2867446156008224,1.5362215522062095,1.4033752567917244,0.5076049317647982,1.5652488912212328,0.4800527760010193,1.5660031759914343
MARK2,1.0128197356471642,0.8569613765417172,0.6060227011789334,-0.044333792397082614,1.1528270035787922,1.2419186866791385,0.7458999223561841,1.7577813400097624
MARK3,1.254126678222293,1.2865174913096111,0.7370205690875914,0.3330306335169371,1.2077127933059975,1.2235003571322598,0.74964018770025,1.4360821864812012
MELK,0.5148474940260568,2.1861654410786393,1.314297849949688,1.7194145450919904,3.4383175746958012,1.8201560195291653,1.2147953382495946,2.3148092366027293
MTOR,-3.245202488169467,-3.2914125346131513,-3.6495167931775656,-3.4445583858894517,-3.010371437080715,-2.9484180603408507,-1.9865316264748645,-1.6580693665004478
NEK6,0.7597629351935273,0.3747374906027104,0.5934554093749749,0.09404726307500948,0.8281185826056571,0.8296604236927703,0.16818548292727592,0.4853394111353032
NLK,1.5387303986932286,1.7133189473480823,1.163159274783261,0.822875438703372,1.1144698271093898,1.4039935606875424,0.7346681934271819,1.7851608589180497
PAK1,-0.06946653286486548,0.6789921477185161,0.309677755584321,0.2425805697620931,0.8782068770226963,0.06618609198526848,0.3414168625031266,0.12612152156197423
PAK2,-0.8061412680694101,-0.7705811240584347,-0.9356391833854063,-1.1235673760549294,-1.005036412690689,-1.0481976348367297,-1.7955669374911316,-0.8738536670605624
PAK4,0.6548015461189056,1.2685168772302522,0.3311567568586437,0.751077191077405,0.7094645981457417,0.5524647802192929,0.7870750486212955,1.2697384882262162
PDGFRB,1.1743307421426803,2.397906067941973,1.3447585189190834,1.8356990046509138,1.2138491957915185,0.5122760098141668,1.5598683180731916,2.684288035951069
