contrast_key,contrast_label,kinase,n_substrates,mean_lfc,z_perm,null_mean,null_std
aCD3_aCD226_5min,αCD3+αCD226 5min,CAMK1,5,1.1600000000000001,0.14158394682495545,0.9662130000000001,1.368707430084463
aCD3_aCD226_5min,αCD3+αCD226 5min,HIPK2,9,-0.4181111111111111,-1.2010213808023928,0.9894211111111112,1.171946015883465
aCD3_aCD226_5min,αCD3+αCD226 5min,EGFR,14,2.2358571428571428,1.6633646995210083,0.9240335714285715,0.788656613793915
aCD3_aCD226_5min,αCD3+αCD226 5min,MAPK7,5,-1.3392000000000002,-1.67489628428843,1.028944,1.4139048621784316
aCD3_aCD226_5min,αCD3+αCD226 5min,PDGFRB,5,4.385800000000001,2.397906067941973,0.9325390000000001,1.4401152097520638
aCD3_aCD226_5min,αCD3+αCD226 5min,DYRK1A,8,0.99975,0.045073234534306936,0.9469731250000001,1.1709138593066686
aCD3_aCD226_5min,αCD3+αCD226 5min,NLK,5,3.1445999999999996,1.7133189473480823,0.857793,1.3347234638008156
aCD3_aCD226_5min,αCD3+αCD226 5min,SYK,14,2.4191428571428566,1.8621024859597683,0.8825378571428573,0.8251989412967243
aCD3_aCD226_5min,αCD3+αCD226 5min,ITK,7,4.755714285714286,3.1259834722930786,0.9789378571428571,1.2081882268561575
aCD3_aCD226_5min,αCD3+αCD226 5min,PRKD2,11,3.723909090909091,2.9252478887553144,0.8883631818181817,0.9693352553097395
aCD3_aCD226_5min,αCD3+αCD226 5min,RPS6KB2,5,3.2692,1.6453117911465625,0.9198000000000001,1.4279360378027695
aCD3_aCD226_5min,αCD3+αCD226 5min,TBK1,13,2.426076923076924,1.5774555816164786,1.0330603846153847,0.8830781384247044
aCD3_aCD226_5min,αCD3+αCD226 5min,LATS1,9,1.249888888888889,0.2497339756963482,0.9703833333333333,1.1192131738430613
aCD3_aCD226_5min,αCD3+αCD226 5min,PTK2B,6,1.6161666666666665,0.5153013624292153,1.0198183333333335,1.1572807231132651
aCD3_aCD226_5min,αCD3+αCD226 5min,RET,11,3.7043636363636363,3.1036342787288755,0.9042168181818181,0.9022154566899055
aCD3_aCD226_5min,αCD3+αCD226 5min,MAP2K1,7,3.2814285714285716,2.1079576919664196,0.9618435714285716,1.1003944760561881
aCD3_aCD226_5min,αCD3+αCD226 5min,UHMK1,5,3.1914000000000002,1.6343657675740502,0.887846,1.4094482677639846
aCD3_aCD226_5min,αCD3+αCD226 5min,CDK12,7,-0.834285714285714,-1.6394725813454527,1.0996878571428572,1.1796315433597753
aCD3_aCD226_5min,αCD3+αCD226 5min,PRKAG2,8,-0.21599999999999997,-1.2498628629658968,1.04377375,1.0079295795785026
aCD3_aCD226_5min,αCD3+αCD226 5min,PRKAB1,5,0.7838,-0.12938536585504481,0.959981,1.3616764062589735
aCD3_aCD226_5min,αCD3+αCD226 5min,CAMK2B,5,1.6694,0.5591589776479327,0.889162,1.395377756934213
aCD3_aCD226_5min,αCD3+αCD226 5min,UL97,11,0.8327272727272728,-0.1278094326704193,0.9485354545454544,0.9061004293541843
aCD3_aCD226_5min,αCD3+αCD226 5min,CDK3,5,1.8283999999999998,0.4529739089831499,1.1871049999999999,1.4157437929252905
aCD3_aCD226_5min,αCD3+αCD226 5min,CDK18,5,1.8283999999999998,0.7018896919040319,0.919312,1.2952006711110065
aCD3_aCD226_5min,αCD3+αCD226 5min,FGFR3,6,3.252166666666667,1.7370371736577428,1.0272916666666665,1.280844781988747
aCD3_aCD226_5min,αCD3+αCD226 5min,ULK2,5,0.7538000000000001,-0.061741398530509826,0.844823,1.4742620375698223
aCD3_aCD226_5min,αCD3+αCD226 5min,ALK,5,3.7847999999999997,2.103800785309742,0.96327,1.3411583547748256
aCD3_aICOS_5min,αCD3+αICOS 5min,CDK1,235,0.5652553191489361,-2.1321458786034784,0.9497308297872341,0.1803232670412417
aCD3_aICOS_5min,αCD3+αICOS 5min,MAPKAPK2,37,1.6192702702702704,1.5362215522062095,0.8838152702702703,0.4787427952327535
aCD3_aICOS_5min,αCD3+αICOS 5min,ATM,64,0.15337499999999998,-2.2452195790487735,0.96032375,0.35940749739135897
aCD3_aICOS_5min,αCD3+αICOS 5min,CHEK2,19,0.6692105263157896,-0.48447511566346096,0.9754671052631579,0.6321409893838768
aCD3_aICOS_5min,αCD3+αICOS 5min,CSNK2A1,78,0.5366153846153845,-1.244694247501734,0.9345232692307691,0.3196832357938814
aCD3_aICOS_5min,αCD3+αICOS 5min,ABL1,44,1.2300909090909091,0.7090387799698703,0.9338413636363636,0.4178185366209931
aCD3_aICOS_5min,αCD3+αICOS 5min,MAPK3,88,2.068409090909091,3.5758571500886855,0.9618797727272727,0.3094444972876993
aCD3_aICOS_5min,αCD3+αICOS 5min,MAPK1,87,2.270494252873563,3.991647171683879,0.9661434482758621,0.3267700647117716
aCD3_aICOS_5min,αCD3+αICOS 5min,LYN,18,1.0952777777777778,0.2173554778581597,0.9350580555555555,0.7371322029747844
aCD3_aICOS_5min,αCD3+αICOS 5min,SRC,100,1.4925899999999999,1.9855642382498773,0.91728055,0.2897460776726575
aCD3_aICOS_5min,αCD3+αICOS 5min,MAP3K8,10,3.8733999999999993,3.029278792497339,1.094386,0.9173846946285781
aCD3_aICOS_5min,αCD3+αICOS 5min,HCK,5,0.31020000000000014,-0.28416736371723716,0.672138,1.2736789871483938
aCD3_aICOS_5min,αCD3+αICOS 5min,TTK,5,-1.5952,-1.8353245323449972,0.8210589999999999,1.3165295605310423
aCD3_aICOS_5min,αCD3+αICOS 5min,LATS2,7,1.7664285714285715,0.6818316034953262,0.9478399999999999,1.2005729379984404
aCD3_aICOS_5min,αCD3+αICOS 5min,PAK2,7,-0.06071428571428566,-0.9356391833854063,1.029302142857143,1.1649965584248427
aCD3_aICOS_5min,αCD3+αICOS 5min,FYN,27,2.2137777777777776,2.3679635962678462,0.9050088888888888,0.5526980613011294
aCD3_aICOS_5min,αCD3+αICOS 5min,PRKAA2,14,-1.2545714285714282,-2.896278184449441,0.9024567857142857,0.7447586443412539
aCD3_aICOS_5min,αCD3+αICOS 5min,PRKAA1,51,1.5125882352941178,1.2462229657020243,0.9574108823529411,0.44548798105998094
aCD3_aICOS_5min,αCD3+αICOS 5min,AKT1,97,0.8576082474226805,-0.36631078559951946,0.9660240721649486,0.2959667828639832
aCD3_aICOS_5min,αCD3+αICOS 5min,SRPK2,5,-1.1116,-1.277548312904768,0.698587,1.4169225396135263
aCD3_aICOS_5min,αCD3+αICOS 5min,PRKCD,28,1.288,0.5731895454892565,0.9595758928571427,0.5729764433552689
aCD3_aICOS_5min,αCD3+αICOS 5min,PRKCE,11,2.2500909090909094,1.4534862868949472,0.9660763636363636,0.8834032746174438
aCD3_aICOS_5min,αCD3+αICOS 5min,MAPK14,32,0.7908437500000001,-0.2037703590146686,0.8989654687499999,0.5306057233879469
aCD3_aICOS_5min,αCD3+αICOS 5min,PRKCA,70,1.1868714285714286,0.7752451278116868,0.9209018571428572,0.34307803027325506
aCD3_aICOS_5min,αCD3+αICOS 5min,AKT3,13,1.1522307692307692,0.2016575651169385,0.9904996153846155,0.8020088596843266
aCD3_aICOS_5min,αCD3+αICOS 5min,AKT2,9,2.0343333333333335,1.1107968073850119,0.941768888888889,0.983586230335421
aCD3_aICOS_5min,αCD3+αICOS 5min,CDK5,35,0.6545428571428571,-0.6202734906301334,0.9413602857142856,0.4624047825742994
aCD3_aICOS_5min,αCD3+αICOS 5min,CHEK1,152,0.674875,-1.0569533773406046,0.9257184210526315,0.23732685511992724
aCD3_aICOS_5min,αCD3+αICOS 5min,PRKACA,118,1.5949745762711862,2.2446187287468997,0.9474794491525423,0.2884655281657211
aCD3_aICOS_5min,αCD3+αICOS 5min,PRKCZ,8,2.359,1.5326034068986114,0.8850393750000001,0.9617364925363949
aCD3_aICOS_5min,αCD3+αICOS 5min,ROCK1,17,0.39405882352941163,-0.7512433823914728,0.9478591176470588,0.7371782661894544
aCD3_aICOS_5min,αCD3+αICOS 5min,CDK2,159,0.7098301886792453,-1.0942752015228678,0.9411615723270441,0.21140146768003362
aCD3_aICOS_5min,αCD3+αICOS 5min,BCR,5,2.0598,0.7579222256222811,0.988234,1.41382052640059
aCD3_aICOS_5min,αCD3+αICOS 5min,AURKB,77,0.9130389610389611,-0.13250299638068616,0.9560011688311689,0.3242357453470393
aCD3_aICOS_5min,αCD3+αICOS 5min,MAPK8,39,1.4125384615384615,0.8976051998224046,0.9580762820512819,0.5063051991867884
aCD3_aICOS_5min,αCD3+αICOS 5min,GSK3B,53,0.07203773584905658,-2.172066952547685,0.9505415094339622,0.4044551999442196
aCD3_aICOS_5min,αCD3+αICOS 5min,CAMK2A,14,0.17364285714285707,-1.0354796470643248,0.9310582142857143,0.7314632975068084
aCD3_aICOS_5min,αCD3+αICOS 5min,MTOR,60,-0.5059333333333333,-3.6495167931775656,0.9185281666666667,0.39031509668975883
aCD3_aICOS_5min,αCD3+αICOS 5min,PKM,7,-0.4128571428571429,-1.1899500012187343,1.0014114285714286,1.1885109206101874
aCD3_aICOS_5min,αCD3+αICOS 5min,PDPK1,16,3.2055625,3.3174146607904125,0.953555625,0.6788439508684855
aCD3_aICOS_5min,αCD3+αICOS 5min,CSNK1E,6,2.9506666666666668,1.5874360143584534,0.9852841666666666,1.2380861226676214
aCD3_aICOS_5min,αCD3+αICOS 5min,CSNK1D,13,1.8231538461538461,1.177141362877702,0.8544911538461539,0.8228941084354118
aCD3_aICOS_5min,αCD3+αICOS 5min,CSNK1A1,13,0.10715384615384621,-0.9633940500527101,0.9095946153846154,0.8329309997159161
aCD3_aICOS_5min,αCD3+αICOS 5min,PTK6,5,2.3476000000000004,1.017662987308664,1.098171,1.2277433841868126
aCD3_aICOS_5min,αCD3+αICOS 5min,PAK1,36,1.1153888888888888,0.309677755584321,0.9758312499999999,0.4506543862847431
aCD3_aICOS_5min,αCD3+αICOS 5min,JAK2,14,1.172428571428571,0.30334073812558515,0.9445650000000001,0.751180249763333
aCD3_aICOS_5min,αCD3+αICOS 5min,MARK2,8,1.746,0.6060227011789334,1.0259624999999999,1.18813618466646
aCD3_aICOS_5min,αCD3+αICOS 5min,MARK3,5,2.0018000000000002,0.7370205690875914,1.031914,1.3159551316195817
aCD3_aICOS_5min,αCD3+αICOS 5min,AURKA,26,1.232653846153846,0.5340651894195212,0.9204026923076924,0.5846686135554752
aCD3_aICOS_5min,αCD3+αICOS 5min,PAK4,6,1.3241666666666667,0.3311567568586437,0.9196975,1.2213827992020012
aCD3_aICOS_5min,αCD3+αICOS 5min,PRKCQ,24,1.450375,0.7006481544876381,0.99077875,0.6559586963246741
aCD3_aICOS_5min,αCD3+αICOS 5min,PRKG1,15,2.546466666666667,2.179755211053041,0.926596,0.743143385299722
aCD3_aICOS_5min,αCD3+αICOS 5min,PTK2,15,1.3670000000000002,0.5699340394603521,0.923768,0.7776899944766923
aCD3_aICOS_5min,αCD3+αICOS 5min,MAPK11,11,1.4591818181818181,0.6362791592526351,0.8769849999999999,0.9150021805926486
aCD3_aICOS_5min,αCD3+αICOS 5min,PRKCB,21,1.8851904761904759,1.5565202419084412,0.8585707142857143,0.6595608166624474
aCD3_aICOS_5min,αCD3+αICOS 5min,MAPK9,11,2.168636363636364,1.2471109388210666,1.039419090909091,0.9054665768506189
aCD3_aICOS_5min,αCD3+αICOS 5min,CHUK,8,1.899375,0.7809938001091652,1.054501875,1.0817923585077194
aCD3_aICOS_5min,αCD3+αICOS 5min,ULK1,9,0.9710000000000001,0.17283437021534934,0.8006827777777779,0.9854360681270121
aCD3_aICOS_5min,αCD3+αICOS 5min,RPS6KB1,19,1.3147894736842103,0.6130958416606017,0.9184478947368422,0.6464594146876881
aCD3_aICOS_5min,αCD3+αICOS 5min,PIM1,13,1.6476153846153847,0.769751011587149,0.9903192307692308,0.8539074895021904
aCD3_aICOS_5min,αCD3+αICOS 5min,PRKCI,11,1.275090909090909,0.2810814685782111,0.991629090909091,1.0084685397996795
aCD3_aICOS_5min,αCD3+αICOS 5min,BRAF,7,2.8491428571428576,1.7623283098559266,0.8046792857142857,1.1600923392053495
aCD3_aICOS_5min,αCD3+αICOS 5min,RPS6KA1,29,2.4418965517241378,2.567783432138445,0.9801917241379311,0.5692477057416411
aCD3_aICOS_5min,αCD3+αICOS 5min,PRKD1,15,2.7156000000000002,2.4632022044739363,0.883412,0.7438236279068688
aCD3_aICOS_5min,αCD3+αICOS 5min,RAF1,7,3.359142857142857,2.1782198357041214,0.9566121428571428,1.102978989955384
aCD3_aICOS_5min,αCD3+αICOS 5min,RPS6KA3,11,1.8478181818181816,1.0401714382883478,0.9021436363636365,0.909152578742883
aCD3_aICOS_5min,αCD3+αICOS 5min,IKBKB,14,1.2765714285714285,0.39218988421198964,0.9836203571428572,0.7469623343732725
aCD3_aICOS_5min,αCD3+αICOS 5min,ATR,28,-0.04071428571428574,-1.9717469186735865,0.9303105357142857,0.49246929828184505
aCD3_aICOS_5min,αCD3+αICOS 5min,CDK9,19,-0.6621052631578948,-2.432532951120492,0.9539236842105264,0.664340002721868
aCD3_aICOS_5min,αCD3+αICOS 5min,PLK1,62,0.8689677419354839,-0.21559637860180103,0.9521991935483871,0.3860521783931669
aCD3_aICOS_5min,αCD3+αICOS 5min,NEK6,18,1.323,0.5934554093749749,0.8858072222222222,0.7366901891386037
aCD3_aICOS_5min,αCD3+αICOS 5min,CAMKK1,5,3.3321999999999994,1.9659982497043318,0.963128,1.2050224359845112
aCD3_aICOS_5min,αCD3+αICOS 5min,MAP4K1,8,1.0648750000000002,0.16172217582492654,0.88699875,1.0998878112582497
aCD3_aICOS_5min,αCD3+αICOS 5min,SGK1,17,1.9928235294117647,1.4528647242645931,0.9918044117647059,0.6889967805872302
aCD3_aICOS_5min,αCD3+αICOS 5min,DYRK2,7,-0.2107142857142858,-1.0524447973396156,0.9648792857142857,1.117012098306964
aCD3_aICOS_5min,αCD3+αICOS 5min,PRKDC,15,0.4244666666666667,-0.6051990220373193,0.8962146666666666,0.7794923369372361
aCD3_aICOS_5min,αCD3+αICOS 5min,LCK,20,1.7939500000000002,1.3097459822398967,0.9215757500000001,0.6660636961894597
aCD3_aICOS_5min,αCD3+αICOS 5min,GSK3A,18,0.17038888888888892,-1.1409656358110865,0.9304080555555555,0.6661192439213003
aCD3_aICOS_5min,αCD3+αICOS 5min,JAK1,5,-0.5839999999999999,-1.0669974798712019,0.9678380000000001,1.4543970621067668
aCD3_aICOS_5min,αCD3+αICOS 5min,MELK,10,2.1235,1.314297849949688,0.8267709999999999,0.9866325202081396
aCD3_aICOS_5min,αCD3+αICOS 5min,BRSK1,6,1.4048333333333332,0.43110329181946294,0.887235,1.2006364673042036
aCD3_aICOS_5min,αCD3+αICOS 5min,MAP3K7,13,1.8810000000000002,1.1079160960265746,0.9836003846153847,0.8099887876013766
aCD3_aICOS_5min,αCD3+αICOS 5min,CDK7,17,0.0833529411764707,-1.1002037440637684,0.8481567647058823,0.6951474466942762
aCD3_aICOS_5min,αCD3+αICOS 5min,DAPK3,6,0.9285000000000001,-0.12340095345979427,1.08119,1.2373486242936405
aCD3_aICOS_5min,αCD3+αICOS 5min,PIM2,5,1.7144,0.5418936669884985,0.9571959999999998,1.3973294875506848
aCD3_aICOS_5min,αCD3+αICOS 5min,CDK4,16,0.2664375000000001,-0.8112628199885291,0.8812718749999999,0.7578732315240249
aCD3_aICOS_5min,αCD3+αICOS 5min,CDK6,16,0.625,-0.33505090832306184,0.8839106250000001,0.7727501062326744
aCD3_aICOS_5min,αCD3+αICOS 5min,MAP3K5,7,1.7122857142857144,0.7189005589367431,0.8916771428571428,1.1414771642996844
aCD3_aICOS_5min,αCD3+αICOS 5min,STK11,12,-0.13274999999999992,-1.1256051218440475,0.8986775,0.9163315624490417
aCD3_aICOS_5min,αCD3+αICOS 5min,PLK4,5,1.4968000000000001,0.437466648236659,0.870796,1.430975372690233
aCD3_aICOS_5min,αCD3+αICOS 5min,ROCK2,7,-0.29557142857142865,-1.1270287848351044,0.9907685714285716,1.1413550543770759
aCD3_aICOS_5min,αCD3+αICOS 5min,CDC7,7,0.992,0.11706168454852241,0.8524292857142859,1.1922834941595397
aCD3_aICOS_5min,αCD3+αICOS 5min,ZAP70,15,1.2068666666666668,0.25251363006489286,1.0099209999999998,0.7799407367279712
aCD3_aICOS_5min,αCD3+αICOS 5min,YES1,6,-1.3071666666666666,-1.7861154728935293,0.8931,1.2318725749025663
aCD3_aICOS_5min,αCD3+αICOS 5min,FER,6,0.17300000000000004,-0.5541095188477326,0.8787566666666666,1.2736772112023689
aCD3_aICOS_5min,αCD3+αICOS 5min,CAMK1,5,1.2362,0.23647078776529765,0.9146219999999999,1.359905817707907
aCD3_aICOS_5min,αCD3+αICOS 5min,HIPK2,9,-0.2883333333333333,-1.169339652817628,0.8819622222222222,1.0008174722678942
aCD3_aICOS_5min,αCD3+αICOS 5min,EGFR,14,1.8198571428571426,1.1675578914117268,0.9183142857142857,0.7721611611504559
aCD3_aICOS_5min,αCD3+αICOS 5min,MAPK7,5,-0.9628,-1.2459043498761848,0.761583,1.3840412389372951
aCD3_aICOS_5min,αCD3+αICOS 5min,PDGFRB,5,2.9212,1.3447585189190834,1.081619,1.3679638196147323
aCD3_aICOS_5min,αCD3+αICOS 5min,DYRK1A,8,1.0335,0.05757884382187011,0.9721075,1.066233635915444
aCD3_aICOS_5min,αCD3+αICOS 5min,NLK,5,2.5066,1.163159274783261,1.024572,1.2741402077339372
aCD3_aICOS_5min,αCD3+αICOS 5min,SYK,14,2.265571428571429,1.4694426123127018,1.000395,0.860990703529561
aCD3_aICOS_5min,αCD3+αICOS 5min,ITK,7,4.005142857142858,2.7165731168155225,0.9148614285714287,1.1375660789112068
aCD3_aICOS_5min,αCD3+αICOS 5min,PRKD2,11,3.683636363636363,3.1547681767637172,0.8337204545454544,0.9033677751924271
aCD3_aICOS_5min,αCD3+αICOS 5min,RPS6KB2,5,1.1420000000000001,0.042337738752613485,1.087208,1.2941645353371145
aCD3_aICOS_5min,αCD3+αICOS 5min,TBK1,13,1.7318461538461536,0.9825387294701723,0.9236196153846155,0.8225900050752901
aCD3_aICOS_5min,αCD3+αICOS 5min,LATS1,9,1.9342222222222223,1.0012815234186934,0.8784633333333334,1.054407640804349
aCD3_aICOS_5min,αCD3+αICOS 5min,PTK2B,6,1.3931666666666667,0.41444372777410243,0.87102,1.2598734922857102
aCD3_aICOS_5min,αCD3+αICOS 5min,RET,11,2.9975454545454543,2.349742145220376,0.8601645454545453,0.9096235999505596
aCD3_aICOS_5min,αCD3+αICOS 5min,MAP2K1,7,4.236142857142857,3.2494706764559327,0.95942,1.0083866522890574
aCD3_aICOS_5min,αCD3+αICOS 5min,UHMK1,5,3.0502000000000002,1.5785273989572821,0.9336080000000001,1.3408649108011328
aCD3_aICOS_5min,αCD3+αICOS 5min,CDK12,7,-1.1574285714285713,-1.9572396897487305,0.8457085714285714,1.0234500931841948
aCD3_aICOS_5min,αCD3+αICOS 5min,PRKAG2,8,-1.0298749999999999,-1.9127315316747664,0.9449731250000001,1.0324753329448408
aCD3_aICOS_5min,αCD3+αICOS 5min,PRKAB1,5,-0.16119999999999984,-0.699440569361264,0.74531,1.2960500715991263
aCD3_aICOS_5min,αCD3+αICOS 5min,CAMK2B,5,1.4224,0.37159453899774636,0.9077779999999999,1.3849019455130402
aCD3_aICOS_5min,αCD3+αICOS 5min,UL97,11,-0.5804545454545454,-1.5259870643103621,0.8342209090909091,0.9270559938755362
aCD3_aICOS_5min,αCD3+αICOS 5min,CDK3,5,-0.8827999999999998,-1.3664065329706654,0.910505,1.3124241993348982
aCD3_aICOS_5min,αCD3+αICOS 5min,CDK18,5,-0.8827999999999998,-1.3172231251588609,0.782149,1.2639840344430653
aCD3_aICOS_5min,αCD3+αICOS 5min,FGFR3,6,3.1326666666666667,2.0056157925728075,0.8657849999999999,1.1302671603710834
aCD3_aICOS_5min,αCD3+αICOS 5min,ULK2,5,1.7808000000000004,0.5724926931097043,0.958132,1.4369930130136284
aCD3_aICOS_5min,αCD3+αICOS 5min,ALK,5,4.2086,2.515324502247128,0.9225,1.3064318329759361
aCD3_aCD2_5min,αCD3+αCD2 5min,CDK1,235,0.8585617021276596,-1.485870346341949,1.1795188510638297,0.2160061607840359
aCD3_aCD2_5min,αCD3+αCD2 5min,MAPKAPK2,37,1.950891891891892,1.4033752567917244,1.154557027027027,0.5674425717647162
aCD3_aCD2_5min,αCD3+αCD2 5min,ATM,64,0.300921875,-1.8798706664564864,1.12188984375,0.43671513333281914
aCD3_aCD2_5min,αCD3+αCD2 5min,CHEK2,19,1.0524736842105265,-0.24727813359145878,1.2398568421052631,0.7577829675968125
aCD3_aCD2_5min,αCD3+αCD2 5min,CSNK2A1,78,0.7480384615384615,-1.014873190250144,1.1532778205128205,0.39930048686622244
aCD3_aCD2_5min,αCD3+αCD2 5min,ABL1,44,1.3873863636363633,0.5674536650994948,1.1096381818181817,0.48946407240048817
aCD3_aCD2_5min,αCD3+αCD2 5min,MAPK3,88,2.1471704545454546,2.731083972174853,1.140968806818182,0.36842574522745297
aCD3_aCD2_5min,αCD3+αCD2 5min,MAPK1,87,2.4570344827586204,3.468734267071231,1.1225595402298851,0.38471524186702183
aCD3_aCD2_5min,αCD3+αCD2 5min,LYN,18,1.123611111111111,-0.04049537469182652,1.1554455555555556,0.7861254448614868
aCD3_aCD2_5min,αCD3+αCD2 5min,SRC,100,1.7435299999999998,1.677676998535855,1.1471547,0.35547682928267443
aCD3_aCD2_5min,αCD3+αCD2 5min,MAP3K8,10,3.9726,2.5873218670892797,1.109705,1.1065090263472857
aCD3_aCD2_5min,αCD3+αCD2 5min,HCK,5,-1.0256,-1.4335399701537648,1.110108,1.489814057832597
aCD3_aCD2_5min,αCD3+αCD2 5min,TTK,5,-0.49759999999999993,-1.0752018420972327,1.238096,1.6142978295260746
aCD3_aCD2_5min,αCD3+αCD2 5min,LATS2,7,1.615,0.4220280411979648,1.0701835714285715,1.2909484095533506
aCD3_aCD2_5min,αCD3+αCD2 5min,PAK2,7,-0.32428571428571423,-1.1235673760549294,1.1074835714285713,1.2743065669470708
aCD3_aCD2_5min,αCD3+αCD2 5min,FYN,27,2.5435925925925926,2.1814584096233456,1.1886305555555554,0.6211266880265608
aCD3_aCD2_5min,αCD3+αCD2 5min,PRKAA2,14,-0.7169285714285714,-2.050121262752418,1.228480357142857,0.9489238338807303
aCD3_aCD2_5min,αCD3+αCD2 5min,PRKAA1,51,1.9211176470588236,1.6689289567709114,1.141231274509804,0.4672975259881431
aCD3_aCD2_5min,αCD3+αCD2 5min,AKT1,97,1.1695360824742267,-0.03117263089112275,1.1803263402061857,0.3461452377775333
aCD3_aCD2_5min,αCD3+αCD2 5min,SRPK2,5,-2.228,-2.1294771919065236,1.257263,1.6366754305922573
aCD3_aCD2_5min,αCD3+αCD2 5min,PRKCD,28,1.3561785714285715,0.268525631086075,1.1861625,0.6331465295917073
aCD3_aCD2_5min,αCD3+αCD2 5min,PRKCE,11,2.805181818181818,1.7400713953916667,0.9670631818181817,1.0563466770568344
aCD3_aCD2_5min,αCD3+αCD2 5min,MAPK14,32,1.8430625,1.327214451626131,1.05739390625,0.5919680823150941
aCD3_aCD2_5min,αCD3+αCD2 5min,PRKCA,70,1.8487428571428572,1.625736500914304,1.193646642857143,0.40295350071631664
aCD3_aCD2_5min,αCD3+αCD2 5min,AKT3,13,0.6717692307692308,-0.42446236935331144,1.0874376923076923,0.9792822439637043
aCD3_aCD2_5min,αCD3+αCD2 5min,AKT2,9,2.540111111111111,1.2059702651543065,1.3191227777777776,1.012453099892231
aCD3_aCD2_5min,αCD3+αCD2 5min,CDK5,35,1.2709142857142857,0.042353090641685735,1.246748142857143,0.5705874705010863
aCD3_aCD2_5min,αCD3+αCD2 5min,CHEK1,152,0.651671052631579,-1.9120023669027022,1.1578642105263157,0.26474504773481583
aCD3_aCD2_5min,αCD3+αCD2 5min,PRKACA,118,1.9601440677966102,2.5774155560059264,1.1706496610169492,0.30631242406369863
aCD3_aCD2_5min,αCD3+αCD2 5min,PRKCZ,8,1.951375,0.6340803392865243,1.2164925000000002,1.1589737994824119
aCD3_aCD2_5min,αCD3+αCD2 5min,ROCK1,17,1.729941176470588,0.6573385099890535,1.2028938235294118,0.801789861588899
aCD3_aCD2_5min,αCD3+αCD2 5min,CDK2,159,0.9925723270440253,-0.696795887656216,1.172581289308176,0.2583381524676322
aCD3_aCD2_5min,αCD3+αCD2 5min,BCR,5,2.9210000000000003,1.2558107996269683,1.0669220000000001,1.4763991522853155
aCD3_aCD2_5min,αCD3+αCD2 5min,AURKB,77,0.7547662337662339,-1.0035838952748275,1.1507949350649351,0.3946144444558373
aCD3_aCD2_5min,αCD3+αCD2 5min,MAPK8,39,1.4785128205128204,0.5543324495066277,1.1781435897435897,0.5418575640602823
aCD3_aCD2_5min,αCD3+αCD2 5min,GSK3B,53,0.8318301886792451,-0.6682720122546065,1.1265227358490566,0.44097694017677325
aCD3_aCD2_5min,αCD3+αCD2 5min,CAMK2A,14,0.6026428571428573,-0.547644827202955,1.1043914285714285,0.9161933912371735
aCD3_aCD2_5min,αCD3+αCD2 5min,MTOR,60,-0.2835999999999998,-3.4445583858894517,1.1798760833333333,0.4248660987511278
aCD3_aCD2_5min,αCD3+αCD2 5min,PKM,7,-1.4524285714285712,-2.0761891707286066,1.1804807142857143,1.2681451781151072
aCD3_aCD2_5min,αCD3+αCD2 5min,PDPK1,16,3.1878124999999997,2.170268366674007,1.2976815625,0.8709203739612512
aCD3_aCD2_5min,αCD3+αCD2 5min,CSNK1E,6,3.4876666666666662,1.8364774150564624,1.0272991666666667,1.3397210767900216
aCD3_aCD2_5min,αCD3+αCD2 5min,CSNK1D,13,1.5799999999999998,0.5279690034743052,1.090963846153846,0.9262592133781465
aCD3_aCD2_5min,αCD3+αCD2 5min,CSNK1A1,13,-0.598153846153846,-1.693334393672338,1.0340073076923078,0.9638740935902698
aCD3_aCD2_5min,αCD3+αCD2 5min,PTK6,5,2.5526,1.0003141215382554,1.017719,1.5343990122219833
aCD3_aCD2_5min,αCD3+αCD2 5min,PAK1,36,1.2305833333333334,0.2425805697620931,1.093781111111111,0.563945506255463
aCD3_aCD2_5min,αCD3+αCD2 5min,JAK2,14,1.4777857142857143,0.2450099742051456,1.256582857142857,0.9028320494317723
aCD3_aCD2_5min,αCD3+αCD2 5min,MARK2,8,1.106875,-0.044333792397082614,1.15737,1.1389731685422604
aCD3_aCD2_5min,αCD3+αCD2 5min,MARK3,5,1.672,0.3330306335169371,1.17688,1.4867100806053009
aCD3_aCD2_5min,αCD3+αCD2 5min,AURKA,26,0.7783076923076924,-0.5910519253614955,1.1894753846153847,0.6956540951223812
aCD3_aCD2_5min,αCD3+αCD2 5min,PAK4,6,2.3185000000000002,0.751077191077405,1.2174625000000001,1.4659445301761649
aCD3_aCD2_5min,αCD3+αCD2 5min,PRKCQ,24,1.4334999999999998,0.3108188427041406,1.2057358333333332,0.7327875127682288
aCD3_aCD2_5min,αCD3+αCD2 5min,PRKG1,15,2.313733333333333,1.4124865228284396,1.0595823333333334,0.887902985076714
aCD3_aCD2_5min,αCD3+αCD2 5min,PTK2,15,0.875,-0.3478394075151677,1.2027566666666667,0.9422643311407284
aCD3_aCD2_5min,αCD3+αCD2 5min,MAPK11,11,1.948818181818182,0.7410272318867714,1.1465981818181818,1.0825782987184187
aCD3_aCD2_5min,αCD3+αCD2 5min,PRKCB,21,2.348857142857143,1.59958571529426,1.239757619047619,0.6933667344019099
aCD3_aCD2_5min,αCD3+αCD2 5min,MAPK9,11,3.1686363636363635,1.8136047000038735,1.1576054545454546,1.1088584569099396
