layer,term,p_fisher,neglog10
GOMF,vitamin D receptor binding,0.0003291473098513439,3.482609690082737
GOCC,mediator complex,0.00040175735169020396,3.396036167410229
GOMF,thyroid hormone receptor binding,0.001513726361021133,2.8199526259187446
GOBP,androgen receptor signaling pathway,0.0016628845572155219,2.7791378998511607
GOMF,RNA polymerase II transcription cofactor activity,0.0016628845572155219,2.7791378998511607
GOMF,ligand-dependent nuclear receptor transcription coactivator activity,0.001818831905053766,2.740207436220137
GOBP,steroid hormone receptor signaling pathway,0.001981540387450532,2.702997071516441
GOMF,RNA polymerase II transcription factor binding transcription factor activity,0.0021509820512099933,2.667363213551626
GOMF,receptor binding,0.0034391045525657723,2.463554620946765
GOBP,intracellular receptor mediated signaling pathway,0.004451299403924711,2.351513193158674
GOBP,stem cell maintenance,0.0054817751013927305,2.261078786058045
GOMF,receptor activity,0.007843154245299588,2.1055092439694114
GOBP,transcription initiation from RNA polymerase II promoter,0.00816597091092389,2.0879921714676066
GOMF,nuclear hormone receptor binding,0.01022910394966373,1.9901624080044034
GOMF,hormone receptor binding,0.01022910394966373,1.9901624080044034
GOBP,transcription initiation. DNA-dependent,0.01059375405873421,1.9749501137276289
GOBP,positive regulation of microtubule polymerization or depolymerization,0.011866374180042199,1.9256819612602007
GOBP,positive regulation of microtubule polymerization,0.011866374180042199,1.9256819612602007
GOBP,regulation of cell differentiation,0.015795357373339355,1.80147054364212
GOCC,microtubule plus end,0.02653411140949601,1.576195451709526
GOCC,intermediate filament,0.029445774087234304,1.5309770242142238
GOCC,kinesin complex,0.032350175760788726,1.490123355436291
GOCC,microtubule,0.03391969717743099,1.4695480336192674
GOCC,cytoplasmic microtubule,0.05247889404004876,1.2800153260212135
GOCC,cell projection,0.07431639041079992,1.1289153924312758
GOCC,microtubule associated complex,0.07505468408867691,1.124622198685397
GOCC,axon,0.07505468408867691,1.124622198685397
KEGG,ko05152,0.07784486603712738,1.108770024396675
KEGG,Vascular smooth muscle contraction,0.0834041913802763,1.0788121238516326
KEGG,Axon guidance,0.10536304362266455,0.9773116923986246
