layer,term,p_fisher,neglog10
GOMF,receptor signaling protein activity,0.009777099762296976,2.0097899533951225
GOBP,female meiosis,0.013346339980577212,1.8746378162597115
GOBP,embryonic skeletal system morphogenesis,0.013346339980577212,1.8746378162597115
GOBP,positive regulation of protein targeting to membrane,0.013346339980577212,1.8746378162597115
GOMF,protein complex scaffold,0.013346339980577212,1.8746378162597115
GOMF,receptor signaling complex scaffold activity,0.013346339980577212,1.8746378162597115
GOMF,GDP-dissociation inhibitor activity,0.013346339980577212,1.8746378162597115
GOBP,skeletal system morphogenesis,0.013346339980577212,1.8746378162597115
GOMF,calcium-dependent phospholipid binding,0.013346339980577212,1.8746378162597115
GOBP,neurological system process,0.01589351928891599,1.7987799266738722
GOBP,positive regulation of synaptic transmission,0.017759800686429496,1.750561912502776
GOBP,long-term synaptic potentiation,0.017759800686429496,1.750561912502776
GOBP,visual perception,0.017759800686429496,1.750561912502776
GOBP,positive regulation of neurological system process,0.017759800686429496,1.750561912502776
GOMF,small GTPase regulator activity,0.025745845761665467,1.589292836849327
GOCC,dendritic spine,0.030895083533594842,1.5101106262098738
GOCC,neuron spine,0.030895083533594842,1.5101106262098738
GOMF,peroxisome proliferator activated receptor binding,0.03523868126676098,1.4529803525098497
GOCC,postsynaptic membrane,0.03523868126676098,1.4529803525098497
GOCC,cell projection part,0.03754911923485649,1.425400245502098
GOCC,synaptic membrane,0.05244053753953008,1.2803328652417698
GOCC,actin filament bundle,0.05669816867390067,1.2464309684027521
GOCC,ruffle membrane,0.05669816867390067,1.2464309684027521
GOCC,peroxisome,0.05669816867390067,1.2464309684027521
GOCC,stress fiber,0.05669816867390067,1.2464309684027521
GOMF,molecular transducer activity,0.06499843311317116,1.1870971125649228
GOMF,signal transducer activity,0.06499843311317116,1.1870971125649228
KEGG,Axon guidance,0.15391191778961422,0.8127277503447919
KEGG,Acute myeloid leukemia,1.0,-0.0
KEGG,Adipocytokine signaling pathway,1.0,-0.0
