layer,term,p_fisher,neglog10
GOCC,cleavage furrow,0.0009855476753417452,3.006322362113067
GOCC,cell division site part,0.0011072678133044276,2.955747324222171
GOBP,protein catabolic process,0.008910839905406235,2.0500813589157745
GOBP,sphingoid metabolic process,0.008910839905406235,2.0500813589157745
GOBP,activation of adenylate cyclase activity,0.008910839905406235,2.0500813589157745
GOBP,membrane lipid metabolic process,0.011866374180042199,1.9256819612602007
GOBP,positive regulation of adenylate cyclase activity,0.011866374180042199,1.9256819612602007
GOBP,positive regulation of lyase activity,0.011866374180042199,1.9256819612602007
GOBP,sensory perception of light stimulus,0.011866374180042199,1.9256819612602007
GOMF,methyl-CpG binding,0.011866374180042199,1.9256819612602007
GOBP,sphingolipid metabolic process,0.011866374180042199,1.9256819612602007
GOBP,visual perception,0.011866374180042199,1.9256819612602007
GOCC,neuron projection terminus,0.011866374180042199,1.9256819612602007
GOCC,axon terminus,0.011866374180042199,1.9256819612602007
GOCC,endoplasmic reticulum lumen,0.017755412094894285,1.750669243471536
GOMF,actin monomer binding,0.02068894496071342,1.6842616557539427
GOCC,pseudopodium,0.02068894496071342,1.6842616557539427
GOCC,synaptic vesicle,0.02068894496071342,1.6842616557539427
GOCC,actin filament bundle,0.0381372540457282,1.4186505801867042
GOCC,stress fiber,0.0381372540457282,1.4186505801867042
GOMF,phosphoprotein binding,0.0381372540457282,1.4186505801867042
GOMF,MAP kinase kinase kinase activity,0.04101995957805868,1.3870047719304686
KEGG,Melanogenesis,0.05247889404004876,1.2800153260212135
KEGG,Gap junction,0.05247889404004876,1.2800153260212135
KEGG,Colorectal cancer,0.055325727608281,1.2570728658022674
KEGG,Long-term depression,0.05816542982989937,1.2353350582169114
KEGG,GnRH signaling pathway,0.0638234974055398,1.1950194009837865
KEGG,Bladder cancer,0.0638234974055398,1.1950194009837865
GOMF,identical protein binding,0.06447126045886342,1.1906338389407807
KEGG,Endometrial cancer,0.06664189129192555,1.1762526861812281
