layer,term,p_fisher,neglog10
GOMF,protein tyrosine kinase activity,0.0015419704742574655,2.811923942102067
GOBP,regulation of autophagy,0.0029884911209618345,2.5245480301508647
GOBP,post-translational protein modification,0.0075783789778516,2.1204236804183356
GOBP,protein sumoylation,0.0075783789778516,2.1204236804183356
GOBP,response to nutrient levels,0.008729644403945256,2.059003446620855
GOBP,regulation of vesicle-mediated transport,0.00953882355790159,2.020505184396204
GOBP,response to extracellular stimulus,0.009955778100586747,2.0019247917304464
GOBP,negative regulation of cell aging,0.010390813763188105,1.983350439062367
GOBP,microspike assembly,0.010390813763188105,1.983350439062367
GOBP,negative regulation of cellular senescence,0.010390813763188105,1.983350439062367
GOMF,FHA domain binding,0.010390813763188105,1.983350439062367
GOMF,retinoic acid binding,0.010390813763188105,1.983350439062367
GOMF,retinoid binding,0.010390813763188105,1.983350439062367
GOMF,insulin-like growth factor-activated receptor activity,0.010390813763188105,1.983350439062367
GOMF,isoprenoid binding,0.010390813763188105,1.983350439062367
GOMF,monocarboxylic acid binding,0.010390813763188105,1.983350439062367
GOMF,adenylyltransferase activity,0.010390813763188105,1.983350439062367
GOMF,anion channel activity,0.010390813763188105,1.983350439062367
GOCC,nuclear envelope lumen,0.010390813763188105,1.983350439062367
GOCC,Golgi-associated vesicle,0.010390813763188105,1.983350439062367
GOCC,trans-Golgi network transport vesicle,0.010390813763188105,1.983350439062367
GOCC,clathrin coat,0.013833788069180992,1.8590588819094889
GOCC,ion channel complex,0.0172664899505911,1.7627959397934962
GOCC,organelle envelope lumen,0.0172664899505911,1.7627959397934962
GOCC,membrane coat,0.0172664899505911,1.7627959397934962
KEGG,Lysosome,0.0172664899505911,1.7627959397934962
KEGG,Pathways in cancer,0.019382337387668893,1.7125938509510945
GOCC,extrinsic to internal side of plasma membrane,0.02068894496071342,1.6842616557539427
GOCC,transport vesicle,0.024101178601965294,1.6179617189266204
KEGG,Viral myocarditis,0.030895083533594842,1.5101106262098738
