layer,term,p_fisher,neglog10
GOBP,focal adhesion assembly,0.0010155329888073801,2.993305964308107
GOBP,cell-substrate junction assembly,0.0035649374285001752,2.4479480884476215
GOBP,lamellipodium assembly,0.006413533265151535,2.192902648359032
GOBP,RNA metabolic process,0.007878888191662098,2.1035350624968263
GOBP,nitrogen compound metabolic process,0.01037485351610409,1.9840180264324276
GOBP,cellular nitrogen compound metabolic process,0.010401500608916966,1.982904001166649
GOBP,nucleobase-containing compound metabolic process,0.010703429199619047,1.9704770593357415
GOBP,RNA biosynthetic process,0.01282291299662694,1.8920133044074479
GOBP,regulation of small GTPase mediated signal transduction,0.014427043268057563,1.8408226657146425
GOMF,DNA binding,0.022003815150613785,1.657502012122818
GOCC,cell cortex,0.026871154205246887,1.5707136787769522
GOMF,endonuclease activity,0.05108396689628957,1.2917153852090228
GOMF,mRNA 5'-UTR binding,0.05108396689628957,1.2917153852090228
GOCC,AP-type membrane coat adaptor complex,0.05108396689628957,1.2917153852090228
GOCC,AP-1 adaptor complex,0.05108396689628957,1.2917153852090228
GOMF,clathrin binding,0.05108396689628957,1.2917153852090228
GOCC,clathrin adaptor complex,0.05108396689628957,1.2917153852090228
GOCC,DNA-directed RNA polymerase II. holoenzyme,0.05108396689628957,1.2917153852090228
GOMF,translation initiation factor binding,0.06099801500334329,1.214684297564991
GOMF,amine binding,0.06099801500334329,1.214684297564991
GOCC,lamellipodium,0.06363521402195407,1.1963024909050342
GOMF,tumor necrosis factor receptor superfamily binding,0.07081336676289018,1.1498847569508817
GOMF,translation regulator activity,0.07081336676289018,1.1498847569508817
GOCC,filopodium,0.07081336676289018,1.1498847569508817
GOCC,cell projection,0.07625474715046206,1.1177331146424756
GOMF,Ras guanyl-nucleotide exchange factor activity,0.07830420256555307,1.1062149288481744
GOCC,cullin-RING ubiquitin ligase complex,0.0901517083829891,1.045026038944073
KEGG,Adipocytokine signaling pathway,0.09967654094727485,1.001407041647756
KEGG,Ribosome biogenesis in eukaryotes,0.09967654094727485,1.001407041647756
KEGG,RNA transport,0.13115678773000267,0.8822092285398637
