layer,term,p_fisher,neglog10
GOCC,integral to membrane,0.003237854072616802,2.4897427284317493
GOCC,intrinsic to membrane,0.00452634816431006,2.3442520433942886
GOCC,cell junction,0.00562771294311201,2.2496680630499943
GOCC,membrane part,0.007803901908495218,2.1076881981277222
GOCC,synapse part,0.00812390733832021,2.090235038822834
GOCC,anchoring junction,0.009253777570042105,2.0336809437019405
GOBP,Golgi ribbon formation,0.011869313543422386,1.925574397551264
GOBP,multicellular organismal response to stress,0.011869313543422386,1.925574397551264
GOCC,aminoacyl-tRNA synthetase multienzyme complex,0.011869313543422386,1.925574397551264
KEGG,Aminoacyl-tRNA biosynthesis,0.011869313543422386,1.925574397551264
GOMF,growth factor binding,0.011869313543422386,1.925574397551264
GOMF,RNA stem-loop binding,0.011869313543422386,1.925574397551264
GOMF,aminoacyl-tRNA ligase activity,0.011869313543422386,1.925574397551264
GOMF,ligase activity. forming aminoacyl-tRNA and related compounds,0.011869313543422386,1.925574397551264
GOMF,ligase activity. forming carbon-oxygen bonds,0.011869313543422386,1.925574397551264
GOCC,nucleus,0.012338076481202996,1.9087525419813665
GOBP,tRNA aminoacylation,0.01579826259493959,1.8013906717113621
GOCC,presynaptic membrane,0.01579826259493959,1.8013906717113621
KEGG,Porphyrin and chlorophyll metabolism,0.01579826259493959,1.8013906717113621
GOBP,tRNA aminoacylation for protein translation,0.01579826259493959,1.8013906717113621
GOBP,amino acid activation,0.01579826259493959,1.8013906717113621
GOBP,positive regulation of insulin secretion involved in cellular response to glucose stimulus,0.01971353554334361,1.7052354797658884
KEGG,Cytokine-cytokine receptor interaction,0.01971353554334361,1.7052354797658884
GOBP,regulation of insulin secretion involved in cellular response to glucose stimulus,0.023615173212822835,1.6268088646078287
KEGG,SNARE interactions in vesicular transport,0.023615173212822835,1.6268088646078287
GOMF,1-phosphatidylinositol 4-kinase activity,0.023615173212822835,1.6268088646078287
GOMF,SNAP receptor activity,0.023615173212822835,1.6268088646078287
GOMF,cytokine binding,0.023615173212822835,1.6268088646078287
GOMF,phosphatidylinositol kinase activity,0.02750321632596242,1.5606165152265026
GOBP,positive regulation of peptide secretion,0.03137770550394662,1.5033788173905072
