term,n_query_with,n_query,n_rest_with,n_rest,odds_ratio,p_fisher
Thyroid cancer,13,858,1,1157,17.784615384615385,0.0001221835874878128
Long-term potentiation,26,858,11,1157,3.2556818181818183,0.0006841184784533549
Leukocyte transendothelial migration,24,858,10,1157,3.3007194244604317,0.0012845860259096489
Oocyte meiosis,16,858,6,1157,3.6452889944576405,0.00464826562136052
Phosphatidylinositol signaling system,16,858,6,1157,3.6452889944576405,0.00464826562136052
Long-term depression,15,858,5,1157,4.099644128113879,0.005006875032070915
Insulin signaling pathway,32,858,21,1157,2.09569929666782,0.010666019489379149
Inositol phosphate metabolism,9,858,2,1157,6.1219081272084805,0.011693874324103444
Lysine degradation,7,858,1,1157,9.508813160987074,0.012595595651219683
Protein processing in endoplasmic reticulum,0,858,9,1157,0.0,0.01264655474585716
