term,n_query_with,n_query,n_rest_with,n_rest,odds_ratio,p_fisher
multicellular organism growth,18,671,5,1344,7.381929555895865,1.1501806488103205e-05
regulation of anatomical structure size,30,671,18,1344,3.4477379095163805,3.359416092519774e-05
regulation of cellular component size,29,671,18,1344,3.3276220145379023,6.137327859796013e-05
regulation of protein polymerization,23,671,12,1344,3.939814814814815,8.816617898372313e-05
regulation of cytoskeleton organization,52,671,49,1344,2.2201707823678745,0.00012703764683477827
actin filament organization,22,671,12,1344,3.76271186440678,0.00017278673375634358
regulation of actin filament polymerization,18,671,8,1344,4.603369065849924,0.0002015693676845045
embryonic organ development,16,671,6,1344,5.447328244274809,0.0002943610649244877
regulation of actin filament length,23,671,14,1344,3.371913580246914,0.00031893310795254857
regulation of actin polymerization or depolymerization,23,671,14,1344,3.371913580246914,0.00031893310795254857
