term,n_query_with,n_query,n_rest_with,n_rest,odds_ratio,p_fisher
Pathways in cancer,2,293,63,1722,0.18098510882016036,0.0038321379992667035
ko05152,0,293,27,1722,0.0,0.024775409088781897
Long-term potentiation,1,293,36,1722,0.1603881278538813,0.0337438897334058
Leukocyte transendothelial migration,1,293,33,1722,0.175280199252802,0.050173718604069224
RIG-I-like receptor signaling pathway,4,293,7,1722,3.3910034602076125,0.06254620782560141
VEGF signaling pathway,1,293,31,1722,0.1868095448519664,0.07455874762107889
Cell cycle - yeast,5,293,12,1722,2.4739583333333335,0.08790240077165686
Melanogenesis,0,293,18,1722,0.0,0.0942685202330214
RNA degradation,3,293,5,1722,3.5524137931034483,0.09725045632868233
Axon guidance,9,293,28,1722,1.9172535211267605,0.09818262540773037
