term,n_query_with,n_query,n_rest_with,n_rest,odds_ratio,p_fisher
regulation of gene expression. epigenetic,4,551,60,1464,0.17111517367458867,2.4223257218339383e-05
intracellular signal transduction,142,551,264,1464,1.5781284729939986,0.00017831633858105363
one-carbon metabolic process,1,551,35,1464,0.07423376623376624,0.00021259255591644108
regulation of ion transmembrane transport,11,551,4,1464,7.435185185185185,0.0002617113612391184
positive regulation of ion transmembrane transporter activity,10,551,3,1464,9.00184842883549,0.00027131771596881465
regulation of localization,106,551,186,1464,1.6366799565059804,0.0002856016599306594
cell surface receptor linked signaling pathway,125,551,233,1464,1.550252876342461,0.0005190801115071968
cerebral cortex development,7,551,1,1464,18.825367647058822,0.0006786320614115598
RNA splicing,19,551,109,1464,0.44397116644823065,0.000683853521735288
divalent inorganic cation transport,14,551,9,1464,4.214773432650528,0.0007164009540963674
