term,n_query_with,n_query,n_rest_with,n_rest,odds_ratio,p_fisher
PDZ domain binding,2,6,9,2009,111.11111111111111,0.00040175735169020396
structural molecule activity,2,6,53,2009,18.452830188679247,0.01022910394966373
cyclic nucleotide-dependent protein kinase activity,1,6,8,2009,50.025,0.02653411140949601
cAMP-dependent protein kinase activity,1,6,8,2009,50.025,0.02653411140949601
protein domain specific binding,2,6,95,2009,10.073684210526316,0.03030962212996646
structural constituent of cytoskeleton,1,6,16,2009,24.9125,0.049624914805229646
cytoskeletal protein binding,2,6,126,2009,7.472222222222222,0.05073462606595603
SH3/SH2 adaptor activity,1,6,19,2009,20.94736842105263,0.05816542982989937
signaling adaptor activity,1,6,20,2009,19.89,0.06099801500334329
protein kinase regulator activity,1,6,22,2009,18.063636363636363,0.06664189129192555
binding. bridging,1,6,24,2009,16.541666666666668,0.07225747043168704
protein binding. bridging,1,6,24,2009,16.541666666666668,0.07225747043168704
