term,n_query_with,n_query,n_rest_with,n_rest,odds_ratio,p_fisher
Cajal body,3,6,33,2009,59.878787878787875,0.00010106058737865732
catalytic step 2 spliceosome,3,6,57,2009,34.24561403508772,0.0004713369047302513
spliceosomal complex,3,6,64,2009,30.390625,0.0006545815507810218
nuclear speck,3,6,86,2009,22.36046511627907,0.0015131106520725292
nuclear body,3,6,121,2009,15.603305785123966,0.003968044244103833
ribonucleoprotein complex,3,6,149,2009,12.483221476510067,0.007105321161056713
nucleoplasm part,3,6,257,2009,6.817120622568093,0.03151135426947642
nuclear inclusion body,1,6,16,2009,24.9125,0.049624914805229646
chromosome. centromeric region,1,6,21,2009,18.933333333333334,0.0638234974055398
inclusion body,1,6,27,2009,14.681481481481482,0.08062803042534533
nuclear matrix,1,6,28,2009,14.15,0.0834041913802763
condensed chromosome,1,6,30,2009,13.193333333333333,0.08893555939138258
