term,n_query_with,n_query,n_rest_with,n_rest,odds_ratio,p_fisher
nucleolus,4,6,222,2009,16.0990990990991,0.001927400196445521
intracellular membrane-bounded organelle,0,6,1124,2009,0.0,0.007405005461453271
non-membrane-bounded organelle,5,6,583,2009,12.229845626072041,0.0095115450751089
intracellular non-membrane-bounded organelle,5,6,583,2009,12.229845626072041,0.0095115450751089
cilium,1,6,9,2009,44.44444444444444,0.029445774087234304
membrane-bounded organelle,1,6,1242,2009,0.12351046698872786,0.03350977208623492
membrane,0,6,879,2009,0.0,0.038748430424705764
nucleus,0,6,864,2009,0.0,0.040697047300689106
macromolecular complex,0,6,777,2009,0.0,0.08804199614908162
nucleoplasm,0,6,712,2009,0.0,0.09597000768600249
protein complex,0,6,640,2009,0.0,0.18564394320165334
centrosome,1,6,75,2009,5.157333333333334,0.20623928918846218
