term,n_query_with,n_query,n_rest_with,n_rest,odds_ratio,p_fisher
histone acetylation,3,7,26,2008,57.17307692307692,9.034362828733711e-05
internal peptidyl-lysine acetylation,3,7,26,2008,57.17307692307692,9.034362828733711e-05
peptidyl-lysine acetylation,3,7,28,2008,53.035714285714285,0.00011080320290312279
internal protein amino acid acetylation,3,7,28,2008,53.035714285714285,0.00011080320290312279
peptidyl-lysine modification,3,7,32,2008,46.3125,0.00016036780867607458
protein acetylation,3,7,32,2008,46.3125,0.00016036780867607458
protein acylation,3,7,34,2008,43.544117647058826,0.00018981033444884427
heart morphogenesis,2,7,6,2008,133.46666666666667,0.00028691453398535895
embryonic hemopoiesis,2,7,11,2008,72.61818181818182,0.0007926576373493141
histone H3 acetylation,2,7,12,2008,66.53333333333333,0.0009232331492667229
cellular senescence,2,7,13,2008,61.38461538461539,0.001063501557563347
negative regulation of sequence-specific DNA binding transcription factor activity,2,7,14,2008,56.97142857142857,0.0012134134189303628
