term,n_query_with,n_query,n_rest_with,n_rest,odds_ratio,p_fisher
nuclear chromosome part,2,6,78,2009,12.378205128205128,0.02104814067311466
cyclin-dependent protein kinase holoenzyme complex,1,6,7,2009,57.2,0.023615173212822835
nucleoplasm part,3,6,257,2009,6.817120622568093,0.03151135426947642
chromatin,2,6,101,2009,9.445544554455445,0.03391969717743099
histone methyltransferase complex,1,6,15,2009,26.586666666666666,0.04676377556229506
methyltransferase complex,1,6,16,2009,24.9125,0.049624914805229646
spindle microtubule,1,6,16,2009,24.9125,0.049624914805229646
immunological synapse,1,6,16,2009,24.9125,0.049624914805229646
histone acetyltransferase complex,1,6,20,2009,19.89,0.06099801500334329
transcriptional repressor complex,1,6,22,2009,18.063636363636363,0.06664189129192555
neuronal cell body,1,6,23,2009,17.269565217391303,0.06945321089646794
cell body,1,6,27,2009,14.681481481481482,0.08062803042534533
