term,n_query_with,n_query,n_rest_with,n_rest,odds_ratio,p_fisher
nucleotide binding,4,6,400,2009,8.045,0.01695977245311651
nuclease activity,1,6,9,2009,44.44444444444444,0.029445774087234304
protein kinase C activity,1,6,10,2009,39.98,0.032350175760788726
RNA polymerase II activating transcription factor binding,1,6,11,2009,36.32727272727273,0.035247330923181566
ATP binding,3,6,281,2009,6.149466192170818,0.03991939660996838
adenyl ribonucleotide binding,3,6,284,2009,6.073943661971831,0.041050891801056845
adenyl nucleotide binding,3,6,284,2009,6.073943661971831,0.041050891801056845
mRNA 3'-UTR binding,1,6,14,2009,28.5,0.043895461948139466
purine ribonucleoside triphosphate binding,3,6,306,2009,5.565359477124183,0.049899060060260556
purine ribonucleotide binding,3,6,309,2009,5.501618122977346,0.05118086547749064
purine nucleotide binding,3,6,309,2009,5.501618122977346,0.05118086547749064
ribonucleotide binding,3,6,311,2009,5.459807073954984,0.05204544447526979
