term,n_query_with,n_query,n_rest_with,n_rest,odds_ratio,p_fisher
lysine N-acetyltransferase activity,2,7,13,2008,61.38461538461539,0.001063501557563347
histone acetyltransferase activity,2,7,13,2008,61.38461538461539,0.001063501557563347
N-acetyltransferase activity,2,7,16,2008,49.8,0.0015419704742574655
acetyltransferase activity,2,7,17,2008,46.84705882352941,0.0017205175273173252
N-acyltransferase activity,2,7,17,2008,46.84705882352941,0.0017205175273173252
transferase activity. transferring acyl groups other than amino-acyl groups,2,7,19,2008,41.873684210526314,0.0021059044460616724
transferase activity. transferring acyl groups,2,7,20,2008,39.76,0.002312647060856542
DNA binding,4,7,388,2008,5.56701030927835,0.0300638711888166
zinc ion binding,3,7,213,2008,6.320422535211268,0.030669332103817382
transition metal ion binding,3,7,220,2008,6.095454545454546,0.03338954543796845
transcription coactivator activity,2,7,92,2008,8.330434782608696,0.03879672416708352
transcription factor binding,2,7,103,2008,7.398058252427185,0.04757388972623652
