term,n_query_with,n_query,n_rest_with,n_rest,odds_ratio,p_fisher
Axon guidance,1,9,36,2006,6.840277777777778,0.15391191778961422
Acute myeloid leukemia,0,9,25,2006,0.0,1.0
Adipocytokine signaling pathway,0,9,10,2006,0.0,1.0
Adherens junction,0,9,19,2006,0.0,1.0
Aldosterone-regulated sodium reabsorption,0,9,10,2006,0.0,1.0
Alzheimer's disease,0,9,12,2006,0.0,1.0
Apoptosis,0,9,10,2006,0.0,1.0
Arrhythmogenic right ventricular cardiomyopathy (ARVC),0,9,12,2006,0.0,1.0
B cell receptor signaling pathway,0,9,35,2006,0.0,1.0
Bacterial invasion of epithelial cells,0,9,20,2006,0.0,1.0
Bladder cancer,0,9,22,2006,0.0,1.0
Calcium signaling pathway,0,9,20,2006,0.0,1.0
