term,n_query_with,n_query,n_rest_with,n_rest,odds_ratio,p_fisher
phosphoprotein binding,1,6,12,2009,33.28333333333333,0.0381372540457282
MAP kinase kinase kinase activity,1,6,13,2009,30.70769230769231,0.04101995957805868
identical protein binding,2,6,144,2009,6.475694444444445,0.06447126045886342
actin filament binding,1,6,23,2009,17.269565217391303,0.06945321089646794
GTP binding,1,6,26,2009,15.253846153846155,0.07784486603712738
receptor signaling protein serine/threonine kinase activity,1,6,26,2009,15.253846153846155,0.07784486603712738
guanyl nucleotide binding,1,6,27,2009,14.681481481481482,0.08062803042534533
guanyl ribonucleotide binding,1,6,27,2009,14.681481481481482,0.08062803042534533
nucleotide binding,3,6,401,2009,4.0099750623441395,0.09918508341148934
receptor signaling protein activity,1,6,34,2009,11.617647058823529,0.09991487343368534
metal ion binding,3,6,478,2009,3.202928870292887,0.15168069898496347
ion binding,3,6,479,2009,3.194154488517745,0.1524304192999875
