term,n_query_with,n_query,n_rest_with,n_rest,odds_ratio,p_fisher
mediator complex,2,6,9,2009,111.11111111111111,0.00040175735169020396
microtubule plus end,1,6,8,2009,50.025,0.02653411140949601
intermediate filament,1,6,9,2009,44.44444444444444,0.029445774087234304
kinesin complex,1,6,10,2009,39.98,0.032350175760788726
microtubule,2,6,101,2009,9.445544554455445,0.03391969717743099
cytoplasmic microtubule,1,6,17,2009,23.435294117647057,0.05247889404004876
cell projection,2,6,156,2009,5.939102564102564,0.07431639041079992
axon,1,6,25,2009,15.872,0.07505468408867691
microtubule associated complex,1,6,25,2009,15.872,0.07505468408867691
protein complex,4,6,636,2009,4.317610062893082,0.0850301076082283
ruffle,1,6,32,2009,12.35625,0.09443908265960206
microtubule cytoskeleton,1,6,35,2009,11.28,0.10264240412024991
