term,n_query_with,n_query,n_rest_with,n_rest,odds_ratio,p_fisher
lipid kinase activity,1,8,8,2007,35.69642857142857,0.03523868126676098
SNARE binding,1,8,9,2007,31.714285714285715,0.03908618403339404
inositol or phosphatidylinositol kinase activity,1,8,10,2007,28.52857142857143,0.04292025412203885
transmembrane signaling receptor activity,1,8,23,2007,12.322981366459627,0.0915589541487871
magnesium ion binding,1,8,29,2007,9.74384236453202,0.11326826960578963
signaling receptor activity,1,8,29,2007,9.74384236453202,0.11326826960578963
protein complex binding,1,8,41,2007,6.850174216027875,0.15532918498306347
receptor activity,1,8,47,2007,5.957446808510638,0.17569708046556612
GTPase binding,1,8,48,2007,5.830357142857143,0.17904960886224916
zinc ion binding,2,8,214,2007,2.792834890965732,0.20836121488581852
transition metal ion binding,2,8,221,2007,2.693815987933635,0.21898569044157273
ligase activity,1,8,77,2007,3.580705009276438,0.27122589883674114
