term,n_query_with,n_query,n_rest_with,n_rest,odds_ratio,p_fisher
histone acetyltransferase complex,3,7,18,2008,82.91666666666667,3.328114841978603e-05
nucleosome,2,7,7,2008,114.34285714285714,0.000368278664903078
protein-DNA complex,2,7,13,2008,61.38461538461539,0.001063501557563347
PML body,2,7,26,2008,30.49230769230769,0.0037467507396598937
nucleoplasm part,3,7,257,2008,5.1099221789883265,0.049970537132339427
nuclear body,2,7,122,2008,6.18360655737705,0.06435145163872116
Golgi apparatus,2,7,127,2008,5.924409448818897,0.0690817387824133
cytoplasm,1,7,906,2008,0.20272259013980867,0.13741458323782424
chromosomal part,2,7,198,2008,3.6565656565656566,0.14760220210163133
nucleolus,2,7,224,2008,3.1857142857142855,0.18038920765862898
microtubule organizing center,1,7,100,2008,3.18,0.30268531423655215
cell part,6,7,1891,2008,0.37123215230037016,0.34496607229619786
