term,n_query_with,n_query,n_rest_with,n_rest,odds_ratio,p_fisher
C2H2 zinc finger domain binding,3,6,25,2009,79.36,4.6789787350362536e-05
protein N-terminus binding,3,6,41,2009,48.0,0.00018576718151851228
protein domain specific binding,3,6,94,2009,20.372340425531913,0.001946448137072359
protein C-terminus binding,2,6,51,2009,19.19607843137255,0.009517523310102366
protein binding,5,6,766,2009,8.113577023498694,0.033312978631253466
single-stranded RNA binding,1,6,12,2009,33.28333333333333,0.0381372540457282
catalytic activity,0,6,556,2009,0.0,0.19640925998809397
chromatin binding,1,6,132,2009,2.8439393939393938,0.33650369508495864
cation binding,0,6,482,2009,0.0,0.3458872128731788
ion binding,0,6,482,2009,0.0,0.3458872128731788
metal ion binding,0,6,481,2009,0.0,0.34589713965333746
identical protein binding,1,6,145,2009,2.5710344827586207,0.36356731003478887
