term,n_query_with,n_query,n_rest_with,n_rest,odds_ratio,p_fisher
Cajal body,3,8,33,2007,35.89090909090909,0.0002760612952556428
spliceosomal complex,3,8,64,2007,18.215625,0.0017467938701865222
membrane-bounded organelle,1,8,1242,2007,0.08799171842650104,0.006354259901462807
cell part,5,8,1892,2007,0.10130373502466526,0.00882889723009547
nuclear body,3,8,121,2007,9.35206611570248,0.010140264268382214
organelle,2,8,1412,2007,0.14046270066100094,0.010808036788769996
nucleus,0,8,864,2007,0.0,0.012338076481202996
ribonucleoprotein complex,3,8,149,2007,7.4818791946308725,0.017772616197087057
intracellular organelle,2,8,1333,2007,0.16854213553388347,0.02075317316781973
catalytic step 2 spliceosome,2,8,58,2007,11.201149425287356,0.02175477026764211
intracellular membrane-bounded organelle,1,8,1123,2007,0.11245388627401094,0.02531482158663141
intracellular part,5,8,1809,2007,0.1824212271973466,0.03752616561584523
