term,n_query_with,n_query,n_rest_with,n_rest,odds_ratio,p_fisher
actin cytoskeleton,2,7,76,2008,10.16842105263158,0.027380297799622075
endocytic vesicle,1,7,8,2008,41.666666666666664,0.030895083533594842
extrinsic to plasma membrane,1,7,10,2008,33.3,0.03764840775015223
PcG protein complex,1,7,10,2008,33.3,0.03764840775015223
perinuclear region of cytoplasm,2,7,91,2008,8.426373626373627,0.0380351500244486
cell-substrate adherens junction,2,7,104,2008,7.323076923076923,0.048407181558242376
focal adhesion,2,7,104,2008,7.323076923076923,0.048407181558242376
cell-substrate junction,2,7,105,2008,7.24952380952381,0.049246206181968365
adherens junction,2,7,116,2008,6.524137931034483,0.058843373045357014
anchoring junction,2,7,118,2008,6.406779661016949,0.06065858410405204
coated vesicle,1,7,17,2008,19.519607843137255,0.060968381301013994
clathrin-coated vesicle,1,7,17,2008,19.519607843137255,0.060968381301013994
