term,n_query_with,n_query,n_rest_with,n_rest,odds_ratio,p_fisher
vesicle fusion,2,8,6,2007,111.16666666666667,0.0003817920800729284
organelle organization,7,8,526,2007,19.70912547528517,0.0005426779806137773
organelle fusion,2,8,8,2007,83.29166666666667,0.0006111563670634873
signal release,2,8,8,2007,83.29166666666667,0.0006111563670634873
cellular membrane fusion,2,8,8,2007,83.29166666666667,0.0006111563670634873
regulation of hormone levels,2,8,9,2007,74.0,0.0007454831469459385
membrane fusion,2,8,9,2007,74.0,0.0007454831469459385
amine transport,2,8,10,2007,66.56666666666666,0.0008928002112301951
nitrogen compound transport,2,8,10,2007,66.56666666666666,0.0008928002112301951
cellular component organization at cellular level,7,8,664,2007,14.158132530120483,0.0025280026822513697
cellular component organization or biogenesis at cellular level,7,8,666,2007,14.094594594594595,0.002578297750904941
post-Golgi vesicle-mediated transport,2,8,19,2007,34.87719298245614,0.00279024172013367
