term,n_query_with,n_query,n_rest_with,n_rest,odds_ratio,p_fisher
cell cortex,2,21,23,1994,9.020594965675057,0.026871154205246887
lamellipodium,2,21,38,1994,5.418282548476454,0.06363521402195407
cell projection,4,21,154,1994,2.8113063407181054,0.07625474715046206
cullin-RING ubiquitin ligase complex,1,21,8,1994,12.4125,0.0901517083829891
nucleolar part,1,21,8,1994,12.4125,0.0901517083829891
acrosomal vesicle,1,21,8,1994,12.4125,0.0901517083829891
ribosome,1,21,10,1994,9.92,0.10910636271291443
stress granule,1,21,10,1994,9.92,0.10910636271291443
actin filament bundle,1,21,12,1994,8.258333333333333,0.1276845689571291
stress fiber,1,21,12,1994,8.258333333333333,0.1276845689571291
cytoplasm,13,21,894,1994,1.999440715883669,0.12787969001871208
actomyosin,1,21,13,1994,7.619230769230769,0.13683473082121522
