term,n_query_with,n_query,n_rest_with,n_rest,odds_ratio,p_fisher
integral to membrane,4,8,176,2007,10.403409090909092,0.003237854072616802
intrinsic to membrane,4,8,193,2007,9.398963730569948,0.00452634816431006
cell junction,4,8,205,2007,8.790243902439025,0.00562771294311201
membrane part,5,8,374,2007,7.277183600713013,0.007803901908495218
synapse part,2,8,34,2007,19.34313725490196,0.00812390733832021
anchoring junction,3,8,117,2007,9.692307692307692,0.009253777570042105
nucleus,0,8,864,2007,0.0,0.012338076481202996
plasma membrane part,3,8,177,2007,6.203389830508475,0.028034172380490215
endosome,2,8,69,2007,9.36231884057971,0.029876951380608426
cytoplasmic membrane-bounded vesicle,2,8,76,2007,8.469298245614034,0.03560152623266184
plasma membrane,4,8,350,2007,4.734285714285714,0.036324133473460425
internal side of plasma membrane,1,8,9,2007,31.714285714285715,0.03908618403339404
