kinase_gene,substrate_gene
CHEK1,NUP153
CHEK1,SLTM
CHEK1,OGT
CHEK1,NEK11
CHEK1,MAPT
CHEK1,SSBP1
CHEK1,MDC1
CHEK1,MCM3
CHEK1,KPNA2
CHEK1,POP4
CHEK1,ADD2
CHEK1,RAVER1
CHEK1,ADD1
CHEK1,ANKRD12
CHEK1,XRCC6
CHEK1,ZNF395
CHEK1,MAD2L1
CHEK1,STK4
CHEK1,MYCBP2
CHEK1,BUD13
CHEK1,MAP2K2
CHEK1,TBC1D4
CHEK1,FAM122A
CHEK1,DDX24
CHEK1,CTTN
CHEK1,RBM42
CHEK1,FEN1
CHEK1,EBNA1BP2
CHEK1,TRIM28
CHEK1,RANBP2
CHEK1,SENP2
CHEK1,MYBBP1A
CHEK1,CAMSAP2
CHEK1,CHTOP
CHEK1,CDC25B
CHEK1,PRRC2B
CHEK1,LMNA
CHEK1,H3C1
CHEK1,MDM4
CHEK1,ZBTB11
CHEK1,PHF8
CHEK1,RACGAP1
CHEK1,DDX19B
CHEK1,TLK2
CHEK1,ARHGEF2
CHEK1,PPME1
CHEK1,H3-3A
CHEK1,MAP4
CHEK1,PRPF3
CHEK1,ING1
CHEK1,HDLBP
CHEK1,PROSER2
CHEK1,CDK13
CHEK1,NHS
CHEK1,RRP12
CHEK1,CLSPN
CHEK1,PPP2R5D
CHEK1,DRG2
CHEK1,PLRG1
CHEK1,HIVEP1
CHEK1,NCBP3
CHEK1,FANCE
CHEK1,FYTTD1
CHEK1,CDK1
CHEK1,POLDIP3
CHEK1,RPL13
CHEK1,LIG1
CHEK1,CSNK2B
CHEK1,SYK
CHEK1,KPNA1
CHEK1,MINK1
CHEK1,CDC25C
CHEK1,MAP2K1
CHEK1,RB1
CHEK1,NFKB1
CHEK1,OSBPL11
CHEK1,UIMC1
CHEK1,SIN3A
CHEK1,TNK1
CHEK1,CEP170B
CHEK1,EML3
CHEK1,LMO7
PRKACA,GLI1
PRKACA,CUX1
PRKACA,CDK16
PRKACA,NOS3
PRKACA,MAP2
PRKACA,CIITA
PRKACA,MAPKAPK5
PRKACA,CAMKK2
PRKACA,NEDD4L
PRKACA,NCOA3
PRKACA,PPP2R5D
PRKACA,RB1
PRKACA,HEXIM1
PRKACA,GLI3
PRKACA,CACNA1C
PRKACA,KCNQ2
PRKACA,PLCG1
PRKACA,ASIC1
PRKACA,DISC1
PRKACA,CASP9
PRKACA,MYBPC3
PRKACA,GATA4
PRKACA,PPP1R9A
PRKACA,CHCHD3
PRKACA,E2F1
PRKACA,DACT1
PRKACA,MARK3
PRKACA,RASGRF1
PRKACA,CFTR
PRKACA,CCND1
PRKACA,DUOX1
PRKACA,SCN5A
PRKACA,NFKB1
PRKACA,STK26
PRKACA,KCNH2
PRKACA,PLN
PRKACA,FOXO1
PRKACA,CAPN1
PRKACA,PHOX2A
PRKACA,GFAP
PRKACA,ETV1
PRKACA,SRF
PRKACA,DNM1L
PRKACA,LIPE
PRKACA,VASP
PRKACA,TRPC5
PRKACA,DES
PRKACA,CHKB
PRKACA,ADRB2
PRKACA,PDE4D
PRKACA,YWHAZ
PRKACA,TBXA2R
PRKACA,BRSK2
PRKACA,NDE1
PRKACA,HIF1A
PRKACA,PARP1
PRKACA,TRPC6
PRKACA,CTPS1
PRKACA,NFATC1
PRKACA,DDX25
PRKACA,HRH1
PRKACA,RGS18
PRKACA,TPH1
PRKACA,RET
PRKACA,TFAP2A
PRKACA,PDE4B
PRKACA,OFD1
PRKACA,AICDA
PRKACA,HSPB1
PRKACA,KCNJ5
PRKACA,ENSA
PRKACA,TRPA1
PRKACA,RGS13
PRKACA,CTNNB1
PRKACA,GSTA4
PRKACA,PFKFB2
PRKACA,MAPT
PRKACA,RRAD
PRKACA,TH
PRKACA,RAP1GAP
PRKACA,KCNN2
PRKACA,PPP1R1A
PRKACA,TRIM71
PRKACA,SIK3
PRKACA,CACNA1H
PRKACA,MYOM2
PRKACA,PKD2L1
PRKACA,ABCA1
PRKACA,VTN
PRKACA,ORAI1
PRKACA,KCNN4
PRKACA,AKAP12
PRKACA,PPP1R14A
PRKACA,GCM1
PRKACA,NCF1
PRKACA,RAP1GAP2
PRKACA,NOXA1
PRKACA,UHRF1
PRKACA,ESR1
PRKACA,SMN1
PRKACA,KDM3A
PRKACA,MEF2B
PRKACA,PHF2
PRKACA,TNNI3
PRKACA,HDAC4
PRKACA,PFN1
PRKACA,TFAM
PRKACA,GPKOW
PRKACA,ATG16L1
PRKACA,PTPN12
PRKACA,LRRK2
PRKACA,PJA2
PRKACA,GRK7
PRKACA,STMN1
PRKACA,MCOLN1
PRKACA,APOBEC3B
PRKACA,PIN1
PRKACA,PSMC5
PRKACA,RARA
PRKACA,AQP2
PRKACA,SERPINF1
PRKACA,CAMKK1
PRKACA,URI1
PRKACA,PDE4C
PRKACA,ATP5IF1
PRKACA,TRPV5
PRKACA,NCOR1
PRKACA,RAP1A
PRKACA,PDE11A
PRKACA,STK38
PRKACA,KSR1
PRKACA,ZFP36L1
PRKACA,LCP1
PRKACA,DOCK1
PRKACA,SOX9
PRKACA,ARHGDIA
PRKACA,RGS10
PRKACA,CLDN3
PRKACA,SUN2
PRKACA,H3-3A
PRKACA,PPP1R14C
PRKACA,CSK
PRKACA,LCK
PRKACA,STK24
PRKACA,TPH2
PRKACA,CAPN2
PRKACA,BCAM
PRKACA,GJA1
PRKACA,AKAP13
PRKACA,RAF1
PRKACA,CARM1
PRKACA,DAP3
PRKACA,H1-4
PRKACA,NLRP3
PRKACA,APP
PRKACA,TPPP
PRKACA,ALOX5
PRKACA,VDR
PRKACA,DTNB
PRKACA,CYP17A1
PRKACA,GFPT1
PRKACA,RASGRP2
PRKACA,CSNK1A1
PRKACA,SNAP25
PRKACA,SLC4A4
PRKACA,VIM
PRKACA,SRSF2
PRKACA,ARHGAP17
PRKACA,PTPN7
PRKACA,NF2
PRKACA,CYP3A4
PRKACA,MAP1LC3A
PRKACA,STAR
PRKACA,PFKFB3
PRKACA,MLXIPL
PRKACA,PKD1
PRKACA,WT1
PRKACA,PDZK1
PRKACA,ITGB4
PRKACA,SNAPIN
PRKACA,TRPV1
PRKACA,NDRG1
PRKACA,ABCB1
PRKACA,BAD
PRKACA,RPS19
PRKACA,AKAP9
PRKACA,INVS
PRKACA,AURKA
PRKACA,POLD3
PRKACA,GRIN2B
PRKACA,KCNA4
PRKACA,APOBEC3G
PRKACA,GMFB
PRKACA,ESPL1
PRKACA,GRK1
PRKACA,KCNK9
PRKACA,AVPR2
PRKACA,CAD
PRKACA,KCNJ3
PRKACA,RELA
PRKACA,ARPP19
PRKACA,CA9
PRKACA,GSK3A
PRKACA,DDB1
PRKACA,PDE5A
PRKACA,CBX3
PRKACA,SREBF1
PRKACA,ETV5
PRKACA,FRAT1
PRKACA,RAP1B
PRKACA,SEC14L2
PRKACA,FAM160B2
PRKACA,HSPA1B
PRKACA,CUL5
PRKACA,LRP6
PRKACA,UBE3A
PRKACA,HSP90AB1
PRKACA,PTPN11
PRKACA,MARK2
PRKACA,PIK3CG
PRKACA,PRKD1
PRKACA,KDELR1
PRKACA,CTBP2
PRKACA,ERBB2
PRKACA,ULK2
PRKACA,LRP1
PRKACA,KCND2
PRKACA,BNIP3
PRKACA,PRKAR2B
PRKACA,RHOA
PRKACA,CRHR1
PRKACA,CTBP1
PRKACA,FXYD1
PRKACA,SLC8B1
PRKACA,USP20
PRKACA,TNFRSF1A
PRKACA,PDE4A
PRKACA,HDAC8
PRKACA,BIRC5
PRKACA,STIM1
PRKACA,UFD1
PRKACA,CREB1
PRKACA,POU5F1
PRKACA,APPL1
PRKACA,SEPTIN7
PRKACA,RYR2
PRKACA,TRPM8
PRKACA,MFN2
PRKACA,GSK3B
PRKACA,PAH
PRKACA,EMD
PRKACA,PDE3B
PRKACA,CETN2
PRKACA,HSPB8
PRKACA,GRIA1
PRKACA,PDE3A
PRKACA,PDE8A
PRKACA,DMTN
PRKACA,PRKACA
PRKACA,PARK7
PRKACA,PDE10A
PRKACA,PPP1R1B
PRKACA,LASP1
PRKACA,FYN
PRKACA,GAD1
PRKACA,SRSF1
PRKACA,EZR
PRKACA,RPTOR
PRKACA,TTN
PRKACA,NR5A2
PRKACA,KCNQ5
PRKACA,HSF1
PRKACA,PSMD2
PRKACA,KLHL3
PRKACA,DLX3
PRKACA,TRPV4
PRKACA,TENT2
PRKACA,NSFL1C
PRKACA,KCNA1
PRKACA,CD44
PRKACA,RCAN1
PRKACA,ANXA1
PRKACA,PPM1B
PRKACA,ATXN1
PRKACA,POU3F2
PRKACA,PSMD11
PRKACA,HLA-A
PRKACA,KRAS
PRKACA,ATP1A1
PRKACA,ARFGEF1
PRKACA,FLNA
PRKACA,CDC37
PRKACA,CEBPB
PRKACA,SRC
PRKACA,TPR
PRKACA,ADD1
PRKACA,IQGAP2
PRKACA,TAL1
PRKACA,PKD2
PRKACA,DNAJC5
PRKACA,MSN
PRKACA,TP53
PRKACA,EMSY
PRKACA,LAMTOR4
PRKACA,DYNLRB1
PRKACA,PTBP1
PRKACA,SORBS2
PRKACA,GNA13
PRKACA,ITGA4
PRKACA,SGK1
PRKACA,PTK2B
PRKACA,PIK3R1
PRKACA,MORC2
PRKACA,KCNJ13
PRKACA,PREX1
PRKACA,ADRB1
PRKACA,CDKN2D
PRKACA,FCER1G
PRKACA,TRIP10
PRKACA,HNRNPD
PRKACA,DSP
PRKACA,ATR
PRKACA,CDK9
PRKACA,TAGLN2
PRKACA,HSP90AA1
PRKACA,PRKAB1
PRKACA,SIK2
PRKACA,TGM2
PRKACA,NDUFS4
PRKACA,RASD2
PRKACA,MYLK
PRKACA,SPTBN1
PRKACA,ARHGEF6
PRKACA,PLEC
PRKACA,SNAI1
PRKACA,AQP5
PRKACA,PLCB3
PRKACA,PPP1R1C
PRKACA,HDAC5
PRKACA,SLK
PRKACA,RASSF1
PRKACA,NPR1
PRKACA,ACADVL
PRKACA,NKD2
PRKACA,HSPB6
PRKACA,RXRA
PRKACA,SLC26A4
PRKACA,GATA3
PRKACA,KCNJ2
PRKACA,IMMT
PRKACA,SUFU
PRKACA,AQP4
PRKACA,MC4R
PRKACA,GPR15
PRKACA,KCNK3
PRKACA,KCNQ1
MARK1,MAPT
MAPK3,BRAF
MAPK3,MAPT
MAPK3,WTAP
MAPK3,DUSP6
MAPK3,HNF4A
MAPK3,RRN3
MAPK3,TH
MAPK3,NUP153
MAPK3,RAF1
MAPK3,ATF2
MAPK3,PXN
MAPK3,STAT1
MAPK3,MKNK1
MAPK3,FGFR2
MAPK3,HSPB8
MAPK3,NCF1
MAPK3,BLVRA
MAPK3,SPHK1
MAPK3,GORASP2
MAPK3,ADAM17
MAPK3,REST
MAPK3,TOB1
MAPK3,TSC2
MAPK3,BCL2
MAPK3,RUNX2
MAPK3,WASF2
MAPK3,ELK4
MAPK3,MITF
MAPK3,MTMR2
MAPK3,CRTC3
MAPK3,ETV6
MAPK3,ELK1
MAPK3,LYL1
MAPK3,ISX
MAPK3,SP1
MAPK3,DUSP5
MAPK3,CASP9
MAPK3,LAT
MAPK3,NCOA1
MAPK3,ESR1
MAPK3,RHOA
MAPK3,MYLK
MAPK3,CTNND1
MAPK3,CREBBP
MAPK3,ARRB2
MAPK3,RUNX1
MAPK3,FOS
MAPK3,NR3C2
MAPK3,ABI1
MAPK3,NUP214
MAPK3,SMAD2
MAPK3,TOP2A
MAPK3,ITGB4
MAPK3,PML
MAPK3,CREM
MAPK3,GLE1
MAPK3,ARHGEF2
MAPK3,BAZ1B
MAPK3,FHOD1
MAPK3,RPTOR
MAPK3,ARRB1
MAPK3,MAPK3
MAPK3,SLC6A4
MAPK3,CIITA
MAPK3,SULT4A1
MAPK3,BCL2L11
MAPK3,MCTS1
MAPK3,PCBP2
MAPK3,BANP
MAPK3,TAL2
MAPK3,SMAD4
MAPK3,MAP3K11
MAPK3,MED14
MAPK3,HNRNPK
MAPK3,FOXO3
MAPK3,PALLD
MAPK3,MAP2K1
MAPK3,ASB2
MAPK3,FOSL2
MAPK3,STMN1
MAPK3,NUP50
MAPK3,LRP6
MAPK3,CIC
MAPK3,SP3
MAPK3,WWC1
MAPK3,FGFR1
MAPK3,GSK3B
MAPK3,LCK
MAPK3,LIFR
MAPK3,BAG3
MAPK3,CTTN
MAPK3,RRAS2
MAPK3,PDE4D
MAPK3,MARS1
MAPK3,SHARPIN
MAPK3,CALD1
MAPK3,MCRIP1
MAPK3,GTF2I
MAPK3,DHPS
MAPK3,SPHK2
MAPK3,TP53
MAPK3,DUSP1
MAPK3,AR
MAPK3,TTK
MAPK3,STAT3
MAPK3,PIP5K1C
MAPK3,TRAP1
MAPK3,THRB
MAPK3,OSBP2
MAPK3,SYMPK
MAPK3,GRHL1
MAPK3,E2F4
MAPK3,TRPV3
MAPK3,BCL6
MAPK3,CDKN1A
MAPK3,MAPK7
MAPK3,YTHDF2
MAPK3,SREBF2
MAPK3,NCOA2
MAPK3,SREBF1
MAPK3,DUSP4
MAPK3,NR3C1
MAPK3,LIMA1
MAPK3,MYCN
MAPK3,CDKN1B
MAPK3,NFATC4
MAPK3,MBP
MAPK3,MCL1
MAPK3,ERBB2
MAPK3,EIF4EBP1
MAPK3,CEBPA
MAPK3,ERBB4
MAPK3,PKM
MAPK3,METTL3
MAPK3,MAZ
MAPK3,EPAS1
MAPK3,BAD
MAPK3,RXRA
MAPK3,HDAC6
MAPK3,EIF4G1
MAPK3,PLCB1
MAPK3,CAPN2
MAPK3,MRTFA
MAPK3,POU5F1
MAPK3,CDCA5
MAPK3,RPS3
MAPK3,XBP1
MAPK3,TWIST1
MAPK3,RAB5A
MAPK3,MED1
MAPK3,RPS6KA5
MAPK3,SEC16A
MAPK3,JUN
MAPK3,HSF1
MAPK3,HSF4
MAPK3,CASP8
MAPK3,PTPRCAP
MAPK3,NCKIPSD
MAPK3,STAT5A
MAPK3,DNM1L
MAPK3,TAL1
MAPK3,EGFR
MAPK3,RAC1
MAPK3,KARS1
MAPK3,MARCKS
MAPK3,CDK2
MAPK3,PTPN12
MAPK3,SHOC2
MAPK3,GLRA1
MAPK3,MYC
MAPK3,MAFG
MAPK3,IL2RB
MAPK3,NFATC1
MAPK3,CAD
MAPK3,FBXW7
MAPK3,TAB1
MAPK3,NOS2
MAPK3,RARG
MAPK3,NOXA1
MAPK3,CANX
MAPK3,GATA6
MAPK3,RSPH3
MAPK3,GAB2
MAPK3,RRAS
MAPK3,SH2B1
MAPK3,DAPK1
MAPK3,EWSR1
MAPK3,LIN28A
MAPK3,EP300
MAPK3,KRT8
MAPK3,PGR
MAPK3,CEBPB
MAPK3,SORBS3
MAPK3,MAGEA11
MAPK3,MYB
MAPK3,IRS1
MAPK3,EXOC7
RIPK3,DAXX
RIPK3,RIPK3
RIPK3,MLKL
RIPK3,DLD
RIPK3,TRIM28
MAP4K1,CARD11
MAP4K1,MAP3K11
MAP4K1,PSMD2
MAP4K1,MAP4K1
MAP4K1,LCP2
EPHB2,TAGAP
EPHB2,L1CAM
EPHB2,RRAS
EPHB2,SRC
CAMKK1,PRKAA1
CAMKK1,CAMK1D
CAMKK1,CAMK4
CAMKK1,BRSK1
CAMKK1,CAMK1
BMP2K,AP2M1
CDK11A,SPDEF
CSNK1D,EPAS1
CSNK1D,TARDBP
CSNK1D,LZTS2
CSNK1D,MDM2
CSNK1D,BACE1
CSNK1D,SMARCA4
CSNK1D,APC
CSNK1D,TP53
CSNK1D,MAPT
CSNK1D,CTNNB1
CSNK1D,LRP6
CSNK1D,DCK
CSNK1D,UHRF1
CSNK1D,NEDD9
CSNK1D,PRKD2
CSNK1D,NCOA3
CSNK1D,TOP2B
CSNK1D,WEE1
CSNK1D,HIF1A
CSNK1D,ZNF322
CSNK1D,PER2
CSNK1D,DVL2
CSNK1D,PPP5C
CSNK1D,CDH1
CSNK1D,PSEN2
CSNK1D,YAP1
CSNK1D,MTSS1
CSNK1D,KIR3DL1
MAP3K3,MAP2K3
MKNK1,EIF4E
HSPA5,HSPA5
PDK4,PDHA1
PDK4,PDHA2
PLK4,NEDD1
PLK4,PLK4
PLK4,CENPJ
PLK4,CEP131
PLK4,STIL
PLK4,PCM1
PLK4,ACTR2
PLK4,FBXW5
PLK4,NEK7
PLK4,PPP1R16B
PLK4,CCP110
CIT,GLI2
CIT,MYL9
AURKC,H3C1
AURKC,NFKBIA
AURKC,INCENP
AURKC,BIRC5
AURKC,TACC1
PRKCB,TOP2A
MAP2K7,MAPK10
MAP2K7,MAPK9
MAP2K7,MAPK8
MAP2K7,FADD
FRK,BRCA1
FRK,PTEN
PIK3CD,PIK3CD
STK16,STK16
STK16,DRG1
PAK1,ARPC1B
PAK1,VIM
SLK,RDX
SLK,EZR
SLK,SLK
SLK,MSN
CDK16,PRKAR1A
CDK16,PRC1
CDK16,CDKN1B
CDK16,CCNY
ERBB2,BBC3
ERBB2,ERBB2
ERBB2,DOCK7
ERBB2,PLXNB1
ERBB2,CTNNB1
ERBB2,CDK1
ERBB2,LDHA
CDC42BPA,CDC42BPA
CDC42BPA,MYL9
OXSR1,SLC12A1
OXSR1,SLC12A2
OXSR1,SLC12A3
OXSR1,SMAD3
OXSR1,SMAD2
SRC,PTEN
SRC,GJA1
SRC,SPTAN1
SRC,TIMP2
SRC,FLT4
SRC,THRAP3
SRC,CDCP1
SRC,HNF4A
SRC,EYA3
SRC,SHC1
SRC,HDAC3
SRC,KIF11
SRC,ATG9A
SRC,GTF2I
SRC,TRPV1
SRC,BCKDK
SRC,PLCG2
SRC,BDKRB2
SRC,CDH2
SRC,WNK4
SRC,GIT1
SRC,GAB1
SRC,AKAP8
SRC,CHN2
SRC,HNRNPK
SRC,ACLY
SRC,SFPQ
SRC,DVL2
SRC,HLA-A
SRC,EPS8
SRC,DAPK1
SRC,RGS16
SRC,ZC3H4
SRC,PAG1
SRC,DDR2
SRC,NR1H4
SRC,SF3B2
SRC,BCLAF1
SRC,PDPK1
SRC,FHOD1
SRC,UGT2B7
SRC,BAIAP2L1
SRC,GLRB
SRC,GRIK2
SRC,L1CAM
SRC,HRAS
SRC,NEDD4
SRC,PTPN6
SRC,PTK2
SRC,CDC25A
SRC,ANXA2
SRC,USP2
SRC,CD46
SRC,NOS2
SRC,TLR3
SRC,ITGB7
SRC,MYH9
SRC,PRKD2
SRC,PELP1
SRC,SRRT
SRC,AGO2
SRC,RMDN3
SRC,ENG
SRC,CDH1
SRC,STAP2
SRC,FCRL3
SRC,EGFR
SRC,PLSCR1
SRC,HLA-B
SRC,THOC5
SRC,ANXA1
SRC,CASP8
SRC,KCNJ1
SRC,NRAS
SRC,NCKIPSD
SRC,SDCBP
SRC,FBXO5
SRC,HSP90AB1
SRC,WBP2
SRC,CTTN
SRC,ARAF
SRC,TRIP10
SRC,ARHGDIA
SRC,YAP1
SRC,HSP90AA1
SRC,FHIT
SRC,SIRT2
SRC,LPIN1
SRC,SLC6A4
SRC,FXN
SRC,G6PD
SRC,PRKCD
SRC,STAT5A
SRC,PFN1
SRC,FERMT2
SRC,CASP9
SRC,FUBP1
SRC,MPZL1
SRC,RBM10
SRC,CD93
SRC,DOK1
SRC,RPS6KB2
SRC,RAPGEF1
SRC,AP2B1
SRC,VIL1
SRC,PTPRJ
SRC,TP73
SRC,GSK3B
SRC,LMNA
SRC,ZAP70
SRC,HK2
SRC,CACNA1C
SRC,ETS1
SRC,DGKA
SRC,FLOT1
SRC,MDM2
SRC,PRKD1
SRC,SHC3
SRC,ELMO1
SRC,EMD
SRC,TGFBR2
SRC,GRK2
SRC,NOXA1
SRC,CDKN1B
SRC,GRIN2A
SRC,HIPK2
SRC,PKP3
SRC,AFAP1
SRC,SDHA
SRC,TERT
SRC,RPS6KA3
SRC,MYLK
SRC,PPP2CA
SRC,RAF1
SRC,SNCA
SRC,CORO7
SRC,FHL1
SRC,LPP
SRC,GSN
SRC,PIP5K1C
SRC,SDC2
SRC,KCNA3
SRC,SH3PXD2B
SRC,IQGAP1
SRC,CHKA
SRC,DAAM1
SRC,KLF16
SRC,STAT3
SRC,CBL
SRC,IKBKB
SRC,LRP1
SRC,OCLN
SRC,ARHGEF2
SRC,WWOX
SRC,GRIN1
SRC,CNKSR1
SRC,RACK1
SRC,TP53
SRC,RHOU
SRC,CDK4
SRC,PROM1
SRC,KDR
SRC,ABL1
SRC,ATXN2L
SRC,ARHGAP5
SRC,CCDC88A
SRC,PDHA1
SRC,KRT19
SRC,KCNB1
SRC,SOCS1
SRC,RHOA
SRC,CYP19A1
SRC,MAPT
SRC,DLG4
SRC,HCRTR1
SRC,SLC25A4
SRC,GAPDH
SRC,CAV1
SRC,MUC1
SRC,CCR7
SRC,KHSRP
SRC,AURKA
SRC,STING1
SRC,KNSTRN
SRC,EZR
SRC,SH3GLB1
SRC,GRB10
SRC,TRIP6
SRC,PANX1
SRC,NFE2L2
SRC,MAPRE1
SRC,SRC
SRC,CDH5
SRC,KRAS
SRC,CBLC
SRC,TFG
SRC,ERBB2
SRC,HK1
SRC,CTNNB1
SRC,PRC1
SRC,FOS
SRC,HCN4
SRC,PLD2
SRC,RRAS
SRC,SLC11A1
SRC,SDC4
SRC,TNS3
SRC,NDFIP2
SRC,CAV2
SRC,GUCY1B1
SRC,CDC42
SRC,SH3GL1
SRC,ARHGDIB
SRC,NELFCD
SRC,CNN3
SRC,EWSR1
SRC,BCAR1
SRC,PBK
SRC,DNM2
SRC,ITGB3
SRC,PLEKHG2
SRC,DMAP1
SRC,TRIM25
SRC,SYNJ2
SRC,STAT5B
SRC,RAC1
SRC,VAMP7
SRC,MEGF10
SRC,CCDC88C
SRC,NDUFV2
SRC,ESR1
SRC,CHRNA7
SRC,SDC1
SRC,VAV3
SRC,RET
SRC,ARHGAP35
SRC,CFL1
SRC,ATP1A1
SRC,PTTG1IP
SRC,SPRY2
SRC,ARHGEF7
SRC,PTK2B
SRC,PTPRA
SRC,AR
SRC,AGTR1
SRC,GAK
SRC,TFRC
SRC,WASF1
SRC,CDK1
SRC,LDHA
SRC,CNN2
SRC,FER
SRC,CLTC
SRC,FUS
SRC,THRB
SRC,RHBG
SRC,LASP1
SRC,G3BP1
SRC,RAB34
SRC,BMX
SRC,JUP
SRC,PXN
SRC,XRCC6
SRC,FIP1L1
SRC,NPHP1
SRC,DAPP1
SRC,PKD1
SRC,PRMT5
SRC,KCND3
SRC,STAT1
SRC,ARHGEF4
SRC,MMP14
SRC,IKBKG
PLK3,PTEN
PLK3,CDC25A
ATR,MCM3
ABL2,WASL
PIK3CB,PIK3CB
CDK3,ESR1
CDK3,TFCP2
CDK3,MECOM
CDK3,LIN9
CDK3,NFATC4
CDK3,NOTCH1
CDK3,JUN
CDK3,ATF1
CDK3,CABLES1
CDK3,RB1
WNK2,WNK1
WNK2,STK39
CSNK2A1,CTNNB1
NTRK2,NTRK2
NTRK2,SHC3
NTRK2,KCNA3
RPS6KA4,H3C1
RPS6KA4,CREB1
RPS6KA4,ATXN1
RPS6KA4,RELA
RPS6KA4,RPS6KA4
PRKACA,H3C1
PRKACA,FGF2
PRKACA,MYOM1
PRKACA,TRIM32
ILK,AKT1
ILK,PPP1R14A
ILK,PPP1R14C
ILK,MYL12B
ILK,NACA
ILK,PPP1R14B
GRK5,ADRB2
TESK1,CFL1
VRK1,VRK1
VRK1,TP53
VRK1,H3C1
VRK1,ATF2
VRK1,BANF1
VRK1,JUN
VRK1,H2AC17
VRK1,NR1I2
PRKCI,MARK2
PRKCI,AMOT
PRKCI,MAPT
PRKCI,ROCK1
PRKCI,EZR
PRKCI,SP1
PRKCI,NUMB
PRKCI,MARK3
PRKCI,CDK7
PRKCI,GLI1
PRKCI,FBXW7
PRKCI,DOC2B
PRKCI,BAD
PRKCI,UBTF
PRKCI,ELF3
PRKCI,PARD6A
PRKCI,ECT2
PRKCI,VIM
PRKCI,KLF10
PRKCI,EZH2
PRKCI,CTTN
PRKCI,RPS6KB2
PRKCI,YKT6
PRKCI,EP300
PRKCI,PARD3
PRKCI,NFE2L2
ZAP70,LAT
ZAP70,GAB2
ZAP70,ZAP70
ZAP70,SHC1
ZAP70,DBNL
ZAP70,THEMIS
ZAP70,DUSP3
ZAP70,LCP2
ZAP70,MAPK14
BCR,YWHAQ
BCR,YWHAZ
BCR,AFDN
GSK3A,MAPT
PKMYT1,CDK1
NEK7,KIF14
NEK7,KIF11
NEK7,TERF1
GAK,TP63
GAK,CLTC
DYRK3,H3-3A
DYRK3,AKT1S1
DYRK3,NCOA3
CSNK2A1,MAPT
TXK,TXK
BMPR1B,SMAD1
BMPR1B,SMAD2
PRKCE,FBXW7
TYK2,TYK2
TYK2,SIVA1
TYK2,IFNAR1
TYK2,RACK1
TYK2,STAT3
TYK2,STAT1
PTK2B,TGFB1I1
PTK2B,ID3
PTK2B,CTTN
PTK2B,NPHP1
PTK2B,LAT
PTK2B,SNCA
PTK2B,PTK2
PTK2B,NOS3
PTK2B,PTK2B
PTK2B,STIM1
RPS6KB2,EEF2K
RPS6KB2,HSPB1
RPS6KB2,TARBP2
RPS6KB2,GSK3B
RPS6KB2,KRT18
RPS6KB2,HNRNPA1
RPS6KB2,RICTOR
FGR,PTK2
FGR,ALOX5
FGR,TBK1
FGR,NFE2L2
FGR,RIPK2
FGR,IKBKG
UHMK1,STMN1
RPS6KA1,SRF
PRKAA1,MDM4
PTK6,CTNNB1
PTK6,STAP2
PTK6,ARAP1
PTK6,BCAR1
PTK6,PXN
PTK6,ARHGAP5
PTK6,PTK6
PTK6,AKT1
PTK6,STAT5B
MAPK13,DLG1
ULK1,CDC37
ULK1,ATG9A
ULK1,FBP1
ULK1,RIPK1
ULK1,NR3C2
ULK1,SMCR8
ULK1,STING1
ULK1,BNIP3L
ULK1,ATG13
ULK1,YAP1
ULK1,ATG16L1
ULK1,PFKM
ULK1,BECN1
ULK1,RPTOR
ULK1,ENO1
ULK1,RB1CC1
ULK1,SDCBP
ULK1,ATG4B
ULK1,SESN2
ULK1,HK1
ULK1,AMBRA1
ULK1,DENND3
ULK1,FLCN
ULK1,SEC23A
ULK1,PRKN
ULK1,ATG101
ULK1,SEC23B
ULK1,FUNDC1
ULK1,MAD1L1
ULK1,SEC16A
ULK1,ATG14
ULK1,PIK3C3
ULK1,FLII
MAPK9,MFN2
MAPK9,STAT3
TEC,PTPN18
TEC,BMX
TEC,TEC
TEC,BTK
TEC,ITK
TEC,FGF2
STK19,NRAS
PIK3C2A,PRKCI
PIK3C2A,SGK1
DDR1,DDR1
TLK1,NEK1
TLK1,H3C1
TLK1,RAD9A
CDK1,TRIM32
CDK1,MDM4
CDK1,KPNA2
CDK1,NUMA1
CDK1,MAPT
CDK1,NDE1
CDK1,NCL
CDK1,SIRT3
CDK1,NDUFB6
CDK1,ARHGAP19
CDK1,CHEK1
CDK1,CLASP2
CDK1,NOLC1
CDK1,ATG13
CDK1,EPB41
CDK1,ITPR1
CDK1,ARHGEF2
CDK1,RANGAP1
CDK1,VGLL4
CDK1,SRRM2
CDK1,CDC27
CDK1,GJA1
CDK1,YAP1
CDK1,AMPH
CDK1,RPS6KB1
CDK1,KMT2E
CDK1,RGPD4
CDK1,HMGA1
CDK1,MAPK6
CDK1,TCOF1
CDK1,HMGCS1
CDK1,MASTL
CDK1,SLBP
CDK1,DNM2
CDK1,PPP1R13L
CDK1,FOXO1
CDK1,ZC3HC1
CDK1,SP1
CDK1,PPP1CA
CDK1,KIF20A
CDK1,CDC25A
CDK1,CENPA
CDK1,DLGAP5
CDK1,PHLPP1
CDK1,TP53BP1
CDK1,NIFK
CDK1,TP73
CDK1,UBE2I
CDK1,AJUBA
CDK1,CASP9
CDK1,CDCA5
CDK1,NCKAP5L
CDK1,USP1
CDK1,CDC16
CDK1,TK1
CDK1,TSC1
CDK1,RAP1GAP
