gene	score
SETX	3.287526514801381
ARID1A	3.2863248382069434
MATR3	3.2831157458248246
ZNF280C	3.2816755565910447
MAST2	3.261961153052728
LIMA1	3.261961153052728
VAV1	3.2619100130080563
AKAP13	3.2576299934023303
ZC3H3	3.2493431888464506
RBL2	3.2487494375383617
ZBTB3	3.2421291781897423
SLC19A1	3.2334828201973305
CBLB	3.231149979564793
ZFYVE16	3.2248107635462575
STK10	3.215113399096343
DDX17	3.2093911088575795
DEAF1	3.2093911088575795
MARK2	3.2016442662553013
BAZ1B	3.2016442662553013
C2ORF49	3.18326175222892
ARHGEF6	3.1758732363855
THRAP3	3.166842166056775
KDM3A	3.147989241290961
HSH2D	3.14711367550011
GSK3A	3.14711367550011
PAPOLG	3.1456675035687316
CSRP1	3.1392157921315924
ASB3	3.122295907750803
CNNM3	3.12182781227355
MAST4	3.115875505355555
CXCR4	3.115391368960505
KCTD5	3.1064073149830604
REPS1	3.0869074701254684
ADAM17	3.08540246121242
SRRM2	3.06985680263867
IQGAP1	3.050265921543725
MDM2	3.0447257363027678
ATXN2L	3.021630726946175
EVL	3.0200759678203557
KIF15	3.007516415183663
SARAF	2.981383055835266
RIPOR2	2.9738093115732984
PBK	2.9676478477036987
SNTB1	2.9620601887269564
TMX1	2.950467951651347
MKI67	2.946871166060785
EIF5B	2.940053809772961
ABR	2.940053809772961
CAMKK1	2.9383001552836934
TAF2	2.9383001552836934
SLC2A1	2.9383001552836934
STMN1	2.9380145046313846
HCLS1	2.8820544824331247
CBX8	2.8637270722944512
ATF2	2.8510572248867985
GIGYF2	2.838337466002231
E2F8	2.835953705732832
RBM14	2.8215542792633577
MAPK3	2.819848749616356
ZNF592	2.808139373097851
ITPR3	2.8074261725041674
TBC1D15	2.8037091704295944
PRKAA1	2.799535578282647
VIM	2.799535578282647
EDC3	2.7793285672997863
FYB1	2.7685855710192886
TMSB4X	2.7678165886923365
PRKAR2A	2.7678165886923365
MBD4	2.7678165886923365
PLCL2	2.7658119729937996
TERF2IP	2.7658119729937996
PNKP	2.7658119729937996
PIK3R5	2.7658119729937996
PLEC	2.7658119729937996
IQGAP2	2.7640166741321703
TMEM109	2.7576108558755683
CD3G	2.7576108558755683
PEX16	2.754802336682987
PDE3B	2.7235358383855726
RELB	2.7217111962935077
TMEM201	2.7193810744269924
MAP4K5	2.7193810744269924
MAPK1	2.7165407399542314
MON2	2.7138508224323052
EIF4B	2.7138508224323052
PXN	2.685572835138221
AP3D1	2.682708246195135
FKBP8	2.6480967768982673
VASP	2.6424590735522204
NFATC2IP	2.635574079253012
MORC2	2.6269020226019393
RASSF2	2.6269020226019393
USP20	2.6231065678529726
ATAD2	2.610299978989627
TRMT1L	2.5958145183676216
MTM1	2.5958145183676216
ARHGAP17	2.5958145183676216
NMT1	2.5958145183676216
PDCD4	2.5958145183676216
KCNAB2	2.592035505803706
POLR2M	2.592035505803706
NFXL1	2.577351294102581
TOP2A	2.574406688259647
CLN6	2.562509813347411
NLRC3	2.556557568938605
PITPNM1	2.5556028028532554
TMSB10	2.5526857540015477
GATAD2B	2.5507234951928077
ZFP36L2	2.5438219231881862
NUP107	2.5328498396015546
PCNT	2.525898402276824
KHDRBS1	2.523919071329231
EIF2A	2.522937347251536
CCDC61	2.5179779278060987
MDC1	2.5159932190414245
DCAF15	2.5159932190414245
ZZEF1	2.5119959614950984
PSMB6	2.5069835827306117
LAT	2.505973992468634
GRK2	2.497892442341132
SEPTIN9	2.497869483207444
MINDY1	2.4948443309386543
PRKAB1	2.486755813229835
ARHGAP5	2.4786479070378946
ETS1	2.4765653250836164
PLEKHM1	2.4705208688836247
LCP2	2.4704743148909474
ACLY	2.4684256722963624
CAAP1	2.4643221577637737
EHBP1L1	2.4542103976161607
HIRIP3	2.4510904632444652
HLA-B	2.4510904632444652
CRYBG1	2.446962425116466
FASN	2.446826352792624
TLN1	2.446826352792624
TACC3	2.4457553253006363
CCDC88B	2.4386823149415955
DDX20	2.4374514708606
NCOA7	2.4374514708606
NUP214	2.4282878139005972
PTPN7	2.424203081851379
PPP1R13L	2.4219373688386314
UBR4	2.4207507096020997
SSBP3	2.4204566029780246
PRKD2	2.411145741488806
MYCBP2	2.411145741488806
RAB5A	2.404929294229223
IGF2R	2.4037055522550257
ZFPM1	2.3974745749938724
AKAP11	2.397356391503742
GOLGA3	2.3796100178499024
PRKCB	2.3774794765625313
ITGB7	2.373347198093758
GPR55	2.3732131893715316
PHF14	2.37307745728244
PPP6R1	2.3729400086720376
NCOR2	2.365800850345174
ELF1	2.362373184510431
CHEK1	2.346079648324449
PTPN22	2.345930372361225
RPP30	2.33167683007497
CDC27	2.3261799752287744
DTL	2.324011161093787
TBC1D22B	2.323840759210239
PBRM1	2.3194952163802514
PLEKHG2	2.3103200874390586
RUFY1	2.3061433947603245
RB1	2.301965144261698
RBM12B	2.3006039933079814
RC3H1	2.2896742619192825
AKAP1	2.2896742619192825
PRPF6	2.2896742619192825
NAA30	2.286483757926068
CHAMP1	2.2862917478929012
CLASP2	2.2659032320494807
ITPKB	2.264508758764899
SAMSN1	2.2633093018153594
JPT2	2.257496798559943
KNL1	2.257496798559943
LARP1	2.2442346035312104
ABI1	2.2442346035312104
MADD	2.2442346035312104
EIF4G3	2.2393646674002414
SMARCC1	2.235921280112936
OSBPL3	2.2324723334826735
AMPD2	2.2177885762098546
DTX3L	2.207092531119419
HMOX2	2.2068578079375314
RANBP1	2.2056217386215833
RALGAPA1	2.2033843278990033
SCRIB	2.19914558047236
VAMP3	2.1758311789494322
PCBP1	2.1758311789494322
CDKN2AIP	2.174564165590775
SH2D3C	2.1714838033558816
ERC1	2.171210656214923
TBC1D9B	2.170383944229252
PI4KB	2.167826784366664
HMGCR	2.1612648468789812
NFKB2	2.15769816330177
NCOA3	2.156126764859388
EML4	2.155839307237279
DFFA	2.1532608943720732
ABCF1	2.140794636259754
GPATCH8	2.140794636259754
CDC25C	2.140794636259754
TOR1AIP1	2.1404979473153283
SPATA2	2.1389011617247657
RFLNB	2.1376010724030925
LMNB1	2.130299856917331
LRRFIP1	2.129997518885682
RASGRF2	2.1283894895705875
RANBP2	2.1283894895705875
SRRM1	2.1264691159637086
PCBP2	2.1261601176717813
VAMP8	2.123913182243867
WASHC2C	2.1199665878749263
HMGA1	2.1183301509476746
ADAR	2.1123675017453296
ZC3HC1	2.0957570679584325
U2SURP	2.0930872205507796
PRDM2	2.093074841786293
METTL1	2.090394886820522
TRIM25	2.085367461666212
SYMPK	2.084331117529617
SIK3	2.081635306143061
PCM1	2.0782319923955046
TRPM7	2.0782319923955046
MAPRE1	2.069169368761832
RBM10	2.0624561681681484
DYNLL1	2.0623792465070143
WASHC2A	2.0602938468829914
FRMD4B	2.0565655739466284
RICTOR	2.054833587933264
CDCA7L	2.051728694134138
PPP2R5D	2.0469875196007106
CEP170	2.04661556668327
TACC1	2.0448689426813673
MAPK14	2.0329866479721934
BCL7C	2.0298465843563176
NOP2	2.0264647972463363
TRAT1	2.0250821313686247
C8ORF33	2.010422494534368
RPRD2	2.0100286278943127
BCL9L	2.0068419686577808
MCM4	2.0064447369459413
UBAP1	2.0060466697961514
PIP5K1A	2.0056408515395496
ABI3	2.0056408515395496
ATF7IP	2.0056408515395496
RECQL5	2.0056408515395496
ZW10	1.997426849184373
PEAK1	1.997020553284904
CSNK1D	1.9966134468676402
SLAIN1	1.995205532142583
WDR62	1.9895658340495541
STAT4	1.9895658340495541
ARHGEF2	1.9887411919574884
KLHDC4	1.9843276802058405
RECQL4	1.9814982859870878
ARAP1	1.980248299699181
NF2	1.9774110700909735
HTT	1.977149409230681
C15ORF39	1.977149409230681
NCK1	1.9767273128181544
MTMR6	1.9763044484272128
CUL4A	1.9758808180962864
RPS6KB1	1.9710312677277186
TBC1D1	1.969605351726585
DOCK11	1.965178677858566
TREX1	1.9637512481219925
HMGN1	1.9623230645073038
