term,n_query_with,n_query,n_rest_with,n_rest,odds_ratio,p_fisher
Endocytosis,4,59,38,1956,3.6708133971291868,0.032393742741052396
SNARE interactions in vesicular transport,1,59,5,1956,6.727586206896552,0.16350162506650515
Vasopressin-regulated water reabsorption,1,59,5,1956,6.727586206896552,0.16350162506650515
Tight junction,2,59,27,1956,2.50682261208577,0.20762601969405575
Viral myocarditis,1,59,8,1956,4.198275862068965,0.23509150019691233
Pathogenic Escherichia coli infection,1,59,9,1956,3.7298850574712645,0.25758880901465026
Phagosome,1,59,9,1956,3.7298850574712645,0.25758880901465026
Regulation of actin cytoskeleton,0,59,62,1956,0.0,0.2591287729776909
Pathways in cancer,0,59,65,1956,0.0,0.2602105718852695
Meiosis - yeast,1,59,12,1956,2.793103448275862,0.32124949067789776
DNA replication,1,59,13,1956,2.576923076923077,0.3412526275660117
Shigellosis,1,59,13,1956,2.576923076923077,0.3412526275660117
Purine metabolism,1,59,13,1956,2.576923076923077,0.3412526275660117
Cell cycle - yeast,1,59,16,1956,2.0905172413793105,0.3978488662242109
Neurotrophin signaling pathway,0,59,48,1956,0.0,0.39986369891745055
Natural killer cell mediated cytotoxicity,0,59,47,1956,0.0,0.4000160668949738
Gap junction,1,59,17,1956,1.9665314401622718,0.41563010591028277
TGF-beta signaling pathway,1,59,17,1956,1.9665314401622718,0.41563010591028277
T cell receptor signaling pathway,0,59,60,1956,0.0,0.41935288707295626
Adherens junction,1,59,18,1956,1.8563218390804597,0.4328949149995632
Bacterial invasion of epithelial cells,1,59,19,1956,1.7577132486388385,0.44965804125959624
Phosphatidylinositol signaling system,1,59,21,1956,1.5886699507389161,0.48173617791847945
Progesterone-mediated oocyte maturation,0,59,34,1956,0.0,0.6234244490889451
Prostate cancer,0,59,34,1956,0.0,0.6234244490889451
Renal cell carcinoma,0,59,33,1956,0.0,0.6234820153649193
